MAG	Depth	Cluster.ID	Representative.cluster	Representative.sequence
2099	K_DeepCast_150m_m1_110	150	294_1	Representative sequence
2100	K_DeepCast_150m_m1_057	150	293_1	No
2101	K_DeepCast_150m_m1_080	150	292_1	No
2102	K_DeepCast_150m_m1_008	150	290_1	No
2103	K_DeepCast_150m_m2_151	150	286_1	No
2104	K_DeepCast_150m_m2_124	150	285_1	No
2105	K_DeepCast_150m_m1_107	150	280_1	No
2106	K_DeepCast_150m_m1_050	150	276_1	No
2107	K_DeepCast_150m_m2_103	150	273_1	No
2108	K_DeepCast_150m_m1_030	150	272_1	No
2109	K_DeepCast_150m_m2_205	150	269_2	No
2110	K_DeepCast_150m_m2_238	150	267_1	No
2111	K_DeepCast_150m_m2_246	150	263_1	No
2112	K_DeepCast_150m_m2_035	150	246_1	No
2113	K_DeepCast_150m_m2_240	150	243_1	No
2114	K_DeepCast_150m_m2_114	150	240_1	No
2115	K_DeepCast_150m_m1_233	150	239_1	No
2116	K_DeepCast_150m_m2_344	150	238_1	No
2117	K_DeepCast_150m_m2_058	150	237_1	No
2118	K_DeepCast_150m_m1_073	150	233_1	No
2119	K_DeepCast_150m_m2_164	150	231_1	Representative sequence
2120	K_DeepCast_150m_m2_095	150	230_1	No
2121	K_DeepCast_150m_m2_153	150	228_1	No
2122	K_DeepCast_150m_m2_183	150	227_1	No
2123	K_DeepCast_150m_m2_182	150	219_1	No
2124	K_DeepCast_150m_m2_271	150	215_1	No
2125	K_DeepCast_150m_m2_099	150	208_1	No
2126	K_DeepCast_150m_m1_356	150	206_1	Representative sequence
2127	K_DeepCast_150m_m1_061	150	205_1	No
2128	K_DeepCast_150m_m1_141	150	203_1	No
2129	K_DeepCast_150m_m1_193	150	201_1	No
2130	K_DeepCast_150m_m2_243	150	199_1	No
2131	K_DeepCast_150m_m2_064	150	198_1	No
2132	K_DeepCast_150m_m2_142	150	196_1	No
2133	K_DeepCast_150m_m2_057	150	195_1	No
2134	K_DeepCast_150m_m1_098	150	194_1	No
2135	K_DeepCast_150m_m2_218	150	193_1	No
2136	K_DeepCast_150m_m1_113	150	191_1	No
2137	K_DeepCast_150m_m1_168	150	190_1	No
2138	K_DeepCast_150m_m1_376	150	187_1	No
2139	K_DeepCast_150m_m1_002	150	184_1	No
2140	K_DeepCast_150m_m2_250	150	183_1	Representative sequence
2141	K_DeepCast_150m_m1_366	150	182_1	No
2142	K_DeepCast_150m_m2_022	150	181_1	No
2143	K_DeepCast_150m_m2_280	150	177_1	No
2144	K_DeepCast_150m_m1_199	150	176_1	Representative sequence
2145	K_DeepCast_150m_m1_379	150	175_1	No
2146	K_DeepCast_150m_m2_056	150	174_1	Representative sequence
2147	K_DeepCast_150m_m1_075	150	173_1	No
2148	K_DeepCast_150m_m1_363	150	170_1	No
2149	K_DeepCast_150m_m1_021	150	169_1	No
2150	K_DeepCast_150m_m2_070	150	168_1	No
2151	K_DeepCast_150m_m2_204	150	166_1	No
2152	K_DeepCast_150m_m1_387	150	164_1	Representative sequence
2153	K_DeepCast_150m_m2_109	150	163_1	No
2154	K_DeepCast_150m_m2_347	150	161_1	No
2155	K_DeepCast_150m_m1_039	150	155_1	No
2156	K_DeepCast_150m_m2_296	150	127_1	No
2157	K_DeepCast_150m_m1_140	150	124_1	No
2158	K_DeepCast_150m_m2_167	150	123_1	Representative sequence
2159	K_DeepCast_150m_m2_272	150	115_1	Representative sequence
2160	K_DeepCast_150m_m2_126	150	116_0	Representative sequence
2161	K_DeepCast_150m_m1_132	150	113_1	No
2162	K_DeepCast_150m_m1_372	150	112_1	No
2163	K_DeepCast_150m_m2_324	150	111_1	No
2164	K_DeepCast_150m_m1_018	150	107_1	No
2165	K_DeepCast_150m_m2_110	150	104_1	No
2166	K_DeepCast_150m_m1_001	150	103_1	No
2167	K_DeepCast_150m_m2_283	150	102_1	No
2168	K_DeepCast_150m_m1_342	150	101_1	No
2169	K_DeepCast_150m_m2_113	150	100_1	Representative sequence
2170	K_DeepCast_150m_m1_340	150	99_1	No
2171	K_DeepCast_150m_m2_071	150	98_1	Representative sequence
2172	K_DeepCast_150m_m1_006	150	92_1	No
2173	K_DeepCast_150m_m1_020	150	85_1	No
2174	K_DeepCast_150m_m2_168	150	75_1	No
2175	K_DeepCast_150m_m2_048	150	56_1	Representative sequence
2176	K_DeepCast_150m_m1_139	150	55_1	Representative sequence
2177	K_DeepCast_150m_m2_305	150	49_1	Representative sequence
2178	K_DeepCast_150m_m2_105	150	46_1	Representative sequence
2179	K_DeepCast_150m_m2_351	150	43_1	No
2180	K_DeepCast_150m_m1_330	150	40_1	No
2181	K_DeepCast_150m_m1_355	150	39_1	No
2182	K_DeepCast_150m_m2_257	150	38_5	Representative sequence
2183	K_DeepCast_150m_m1_266	150	37_1	No
2184	K_DeepCast_150m_m2_268	150	36_1	No
2185	K_DeepCast_150m_m1_334	150	35_1	No
2186	K_DeepCast_150m_m2_221	150	29_1	No
2187	K_DeepCast_150m_m1_048	150	27_1	No
2188	K_DeepCast_150m_m2_066	150	26_1	No
2189	K_DeepCast_150m_m1_063	150	24_3	Representative sequence
2190	K_DeepCast_150m_m1_015	150	24_8	Representative sequence
2191	K_DeepCast_150m_m2_259	150	23_1	Representative sequence
2192	K_DeepCast_150m_m2_200	150	22_1	Representative sequence
2193	K_DeepCast_150m_m2_325	150	21_1	No
2194	K_DeepCast_150m_m2_172	150	18_1	No
2195	K_DeepCast_150m_m2_049	150	17_1	Representative sequence
2196	K_DeepCast_150m_m2_097	150	15_1	Representative sequence
2197	K_DeepCast_150m_m1_051	150	14_1	Representative sequence
2198	K_DeepCast_150m_m2_294	150	12_2	Representative sequence
2199	K_DeepCast_150m_m2_157	150	11_1	No
2200	K_DeepCast_150m_m2_303	150	10_1	No
2201	K_DeepCast_150m_m1_084	150	9_1	Representative sequence
2202	K_DeepCast_150m_m2_086	150	8_1	Representative sequence
2203	M_surface_8_m2_151	8	594_1	No
2204	M_surface_10_m1_151	10	499_1	No
2205	M_surface_9_mx_152	9	558_0	Representative sequence
2206	K_Offshore_surface_m2_152	0	477_1	No
2207	M_surface_6_mx_153	6	590_1	No
2208	M_surface_6_m2_153	6	195_1	No
2209	M_surface_6_m2_154	6	494_1	No
2210	M_surface_8_m1_155	8	308_1	No
2211	M_surface_10_mx_156	10	557_2	No
2212	M_surface_7_m2_157	7	471_1	No
2213	M_surface_8_mx_158	8	518_1	No
2214	M_surface_6_m2_158	6	322_1	No
2215	M_surface_8_m2_158	8	181_1	No
2216	M_surface_7_m2_159	7	242_1	No
2217	M_surface_6_m2_160	6	181_1	No
2218	M_surface_10_m2_162	10	184_1	No
2219	M_surface_6_m2_163	6	305_2	No
2220	M_surface_9_m2_163	9	190_1	No
2221	M_surface_8_m1_166	8	445_1	No
2222	K_Offshore_surface_m2_168	0	472_1	No
2223	M_surface_8_m2_168	8	352_2	No
2224	M_surface_8_m2_169	8	286_1	No
2225	M_surface_10_m2_170	10	301_1	No
2226	K_Offshore_surface_m2_170	0	194_1	No
2227	M_surface_8_mx_171	8	590_1	No
2228	M_surface_10_mx_171	10	578_1	No
2229	M_surface_7_m2_171	7	138_1	No
2230	M_surface_8_m2_172	8	304_1	No
2231	M_surface_7_m2_172	7	233_1	No
2232	K_Offshore_surface_m2_172	0	201_1	No
2233	M_surface_7_m2_173	7	496_1	No
2234	M_surface_7_m2_176	7	303_1	No
2235	M_surface_9_m2_177	9	509_1	Representative sequence
2236	M_surface_6_m2_178	6	571_1	No
2237	K_Offshore_surface_mx_178	0	501_3	No
2238	M_surface_10_m2_178	10	269_2	No
2239	M_surface_10_mx_178	10	193_1	No
2240	M_surface_6_m2_179	6	556_1	No
2241	M_surface_10_m2_179	10	476_1	Representative sequence
2242	M_surface_8_mx_179	8	269_2	No
2243	M_surface_7_m2_179	7	184_1	No
2244	M_surface_6_m2_180	6	577_1	No
2245	M_surface_10_m2_180	10	443_1	Representative sequence
2246	M_surface_10_m2_181	10	205_1	No
2247	M_surface_8_m2_181	8	198_1	No
2248	M_surface_9_mx_182	9	540_1	No
2249	M_surface_8_m2_183	8	501_3	No
2250	M_surface_7_m2_183	7	175_1	No
2251	K_Offshore_surface_m2_184	0	494_1	No
2252	M_surface_8_m1_184	8	456_1	No
2253	M_surface_7_m2_184	7	276_1	No
2254	M_surface_8_m2_185	8	540_1	Representative sequence
2255	M_surface_9_m2_185	9	305_2	No
2256	M_surface_6_m2_185	6	194_1	No
2257	M_surface_10_m2_186	10	594_1	No
2258	K_Offshore_surface_m2_186	0	499_1	No
2259	M_surface_6_mx_186	6	493_1	No
2260	M_surface_10_mx_187	10	322_1	No
2261	M_surface_6_m2_187	6	173_1	No
2262	M_surface_6_m1_188	6	308_1	No
2263	M_surface_10_m2_188	10	195_1	Representative sequence
2264	M_surface_8_m2_189	8	355_1	No
2265	M_surface_8_m1_190	8	170_1	No
2266	M_surface_7_m2_191	7	569_1	Representative sequence
2267	K_Offshore_surface_m2_191	0	303_1	No
2268	M_surface_10_m2_191	10	302_1	No
2269	M_surface_6_m2_191	6	198_1	No
2270	M_surface_8_mx_192	8	585_1	No
2271	M_surface_6_mx_192	6	443_1	No
2272	K_Offshore_surface_m2_192	0	193_1	No
2273	M_surface_10_m2_193	10	572_1	No
2274	M_surface_8_mx_193	8	493_1	No
2275	M_surface_6_m2_193	6	201_1	No
2276	M_surface_8_m1_193	8	197_1	No
2277	K_Offshore_surface_m2_194	0	470_1	No
2278	K_Offshore_surface_mx_194	0	445_1	No
2279	M_surface_7_m2_194	7	355_1	No
2280	K_Offshore_surface_m1_194	0	352_1	Representative sequence
2281	M_surface_8_m2_194	8	195_1	No
2282	M_surface_7_m2_195	7	566_1	No
2283	K_Offshore_surface_m2_195	0	177_1	No
2284	K_Offshore_surface_m1_195	0	125_1	No
2285	M_surface_10_m2_196	10	552_0	Representative sequence
2286	M_surface_10_mx_198	10	590_1	No
2287	M_surface_8_m2_198	8	175_1	No
2288	M_surface_9_mx_199	9	590_1	Representative sequence
2289	M_surface_8_m1_199	8	571_1	No
2290	M_surface_7_m2_199	7	445_1	No
2291	M_DeepCast_200m_m1_187	200	605_1	No
2292	M_DeepCast_200m_m1_153	200	598_1	No
2293	M_DeepCast_200m_m2_214	200	597_1	No
2294	M_DeepCast_200m_mx_378	200	594_1	No
2295	M_DeepCast_200m_m2_102	200	590_1	No
2296	M_DeepCast_200m_m2_196	200	585_1	No
2297	M_DeepCast_200m_m2_147	200	580_1	No
2298	M_DeepCast_200m_m2_192	200	579_1	No
2299	M_DeepCast_200m_m1_064	200	578_1	No
2300	M_DeepCast_200m_m2_168	200	577_2	No
2301	M_DeepCast_200m_mx_042	200	572_1	No
2302	M_DeepCast_200m_m1_054	200	566_1	No
2303	M_DeepCast_200m_m1_007	200	565_1	No
2304	M_DeepCast_200m_mx_132	200	561_1	No
2305	M_DeepCast_200m_mx_025	200	559_1	No
2306	M_DeepCast_200m_m2_204	200	557_2	No
2307	M_DeepCast_200m_mx_365	200	551_1	No
2308	M_DeepCast_200m_m2_041	200	542_1	Representative sequence
2309	M_DeepCast_200m_mx_245	200	540_1	No
2310	M_DeepCast_200m_m2_077	200	518_1	No
2311	M_DeepCast_200m_mx_031	200	513_1	No
2312	M_DeepCast_200m_mx_189	200	499_1	No
2313	M_DeepCast_200m_m2_302	200	496_1	No
2314	M_DeepCast_200m_m2_093	200	495_1	No
2315	M_DeepCast_200m_m2_190	200	494_1	No
2316	M_DeepCast_200m_mx_366	200	493_1	No
2317	M_DeepCast_200m_mx_217	200	489_1	No
2318	M_DeepCast_200m_mx_291	200	488_1	No
2319	M_DeepCast_200m_m2_015	200	487_1	No
2320	M_DeepCast_200m_mx_056	200	486_1	No
2321	M_DeepCast_200m_m1_036	200	485_1	No
2322	M_DeepCast_200m_mx_209	200	482_1	No
2323	M_DeepCast_200m_m2_047	200	481_1	No
2324	M_DeepCast_200m_m2_324	200	478_1	No
2325	M_DeepCast_200m_m2_050	200	477_1	No
2326	M_DeepCast_200m_mx_111	200	473_1	No
2327	M_DeepCast_200m_mx_211	200	472_1	No
2328	M_DeepCast_200m_m1_062	200	471_1	No
2329	M_DeepCast_200m_mx_001	200	470_1	Representative sequence
2330	M_DeepCast_200m_m2_114	200	467_1	No
2331	M_DeepCast_200m_m2_078	200	464_1	No
2332	M_DeepCast_200m_m2_074	200	463_1	No
2333	M_DeepCast_200m_m1_013	200	462_1	No
2334	M_DeepCast_200m_m1_052	200	458_1	No
2335	M_DeepCast_200m_mx_009	200	457_1	No
2336	M_DeepCast_200m_m2_217	200	453_1	No
2337	M_DeepCast_200m_m1_040	200	451_1	No
2338	M_DeepCast_200m_m1_061	200	450_1	No
2339	M_DeepCast_200m_m2_003	200	447_1	No
2340	M_DeepCast_200m_m1_337	200	445_1	No
2341	M_DeepCast_200m_mx_350	200	443_1	No
2342	M_DeepCast_200m_m2_112	200	440_1	No
2343	M_DeepCast_200m_m1_045	200	439_1	No
2344	M_DeepCast_200m_mx_203	200	435_1	No
2345	M_DeepCast_200m_m2_048	200	432_1	No
2346	M_DeepCast_200m_m1_012	200	431_1	No
2347	M_DeepCast_200m_m2_169	200	426_1	No
2348	M_DeepCast_200m_m2_073	200	424_1	No
2349	M_DeepCast_200m_m2_318	200	422_1	No
2350	M_DeepCast_200m_mx_296	200	421_1	No
2351	M_DeepCast_200m_m2_133	200	420_0	Representative sequence
2352	M_DeepCast_200m_m1_311	200	418_1	No
2353	M_DeepCast_200m_m2_171	200	417_1	No
2354	M_DeepCast_200m_m2_040	200	411_1	No
2355	M_DeepCast_200m_m1_306	200	410_1	No
2356	M_DeepCast_200m_m2_280	200	406_1	No
2357	M_DeepCast_200m_m2_099	200	400_1	No
2358	M_DeepCast_200m_m1_076	200	397_1	No
2359	M_DeepCast_200m_m1_310	200	392_1	No
2360	M_DeepCast_200m_m2_091	200	391_1	No
2361	M_DeepCast_200m_m2_082	200	390_1	No
2362	M_DeepCast_200m_m1_296	200	385_1	No
2363	M_DeepCast_200m_m2_141	200	384_1	No
2364	M_DeepCast_200m_m2_243	200	378_1	No
2365	M_DeepCast_200m_mx_090	200	376_1	No
2366	M_DeepCast_200m_m2_203	200	364_1	No
2367	M_DeepCast_200m_m2_032	200	356_1	No
2368	M_DeepCast_200m_m1_244	200	355_1	No
2369	M_DeepCast_200m_mx_097	200	349_1	No
2370	M_DeepCast_200m_m1_312	200	330_1	No
2371	M_DeepCast_200m_m2_189	200	329_1	Representative sequence
2372	M_DeepCast_200m_m1_303	200	327_1	No
2373	M_DeepCast_200m_m2_085	200	326_1	Representative sequence
2374	M_DeepCast_200m_m2_031	200	325_2	No
2375	M_DeepCast_200m_m1_118	200	322_1	No
2376	M_DeepCast_200m_mx_299	200	321_1	No
2377	M_DeepCast_200m_m2_044	200	320_1	No
2378	M_DeepCast_200m_m1_026	200	319_1	No
2379	M_DeepCast_200m_m1_163	200	318_1	No
2380	M_DeepCast_200m_m2_103	200	312_1	No
2381	M_DeepCast_200m_m2_071	200	311_1	No
2382	M_DeepCast_200m_m1_283	200	309_1	No
2383	M_DeepCast_200m_m2_259	200	308_1	No
2384	M_DeepCast_200m_mx_083	200	307_1	No
2385	M_surface_8_m2_200	8	305_2	No
2386	M_DeepCast_200m_m2_124	200	305_2	No
2387	M_DeepCast_200m_m2_132	200	304_1	No
2388	M_DeepCast_200m_m1_288	200	303_1	No
2389	M_DeepCast_200m_m1_285	200	302_1	No
2390	M_DeepCast_200m_m2_100	200	301_1	No
2391	M_DeepCast_200m_m1_344	200	301_2	Representative sequence
2392	M_DeepCast_200m_m2_024	200	300_1	No
2393	M_DeepCast_200m_mx_295	200	298_2	Representative sequence
2394	M_DeepCast_200m_m2_153	200	297_1	No
2395	M_DeepCast_200m_mx_231	200	296_3	Representative sequence
2396	M_DeepCast_200m_mx_004	200	295_1	No
2397	M_DeepCast_200m_m2_061	200	294_1	No
2398	M_DeepCast_200m_mx_344	200	293_1	No
2399	M_DeepCast_200m_mx_333	200	292_1	No
2400	M_DeepCast_200m_m2_244	200	290_1	No
2401	M_DeepCast_200m_m2_056	200	286_1	No
2402	M_DeepCast_200m_m2_225	200	285_1	No
2403	M_DeepCast_200m_mx_015	200	276_1	No
2404	M_DeepCast_200m_mx_066	200	272_1	No
2405	M_DeepCast_200m_m2_055	200	269_2	No
2406	M_DeepCast_200m_m2_325	200	267_1	No
2407	M_DeepCast_200m_m2_319	200	263_1	No
2408	M_DeepCast_200m_m2_274	200	260_1	No
2409	M_DeepCast_200m_mx_099	200	246_1	No
2410	M_DeepCast_200m_m1_277	200	243_1	No
2411	M_DeepCast_200m_m2_269	200	240_1	No
2412	M_DeepCast_200m_m2_129	200	239_1	No
2413	M_DeepCast_200m_m2_025	200	238_1	Representative sequence
2414	M_DeepCast_200m_m1_122	200	237_1	No
2415	M_DeepCast_200m_m2_212	200	231_1	No
2416	M_DeepCast_200m_mx_080	200	229_1	No
2417	M_DeepCast_200m_m2_256	200	228_1	No
2418	M_DeepCast_200m_mx_362	200	227_1	No
2419	M_DeepCast_200m_m1_294	200	219_1	No
2420	M_DeepCast_200m_mx_254	200	218_1	No
2421	M_surface_8_m1_200	8	208_1	No
2422	M_DeepCast_200m_m2_300	200	208_1	No
2423	M_DeepCast_200m_m2_090	200	201_1	No
2424	M_DeepCast_200m_m2_069	200	199_1	No
2425	M_DeepCast_200m_m2_201	200	198_1	No
2426	M_DeepCast_200m_m2_035	200	196_1	No
2427	M_DeepCast_200m_m1_058	200	195_1	No
2428	M_DeepCast_200m_m1_147	200	194_1	No
2429	M_DeepCast_200m_m2_062	200	193_1	No
2430	M_DeepCast_200m_m1_341	200	187_1	No
2431	M_DeepCast_200m_mx_100	200	183_1	No
2432	M_DeepCast_200m_m1_298	200	182_1	Representative sequence
2433	M_DeepCast_200m_m2_106	200	181_1	No
2434	M_DeepCast_200m_mx_305	200	180_1	No
2435	M_DeepCast_200m_m2_043	200	176_1	No
2436	M_DeepCast_200m_m2_312	200	175_1	No
2437	M_DeepCast_200m_m1_020	200	174_1	No
2438	M_DeepCast_200m_m1_081	200	173_1	No
2439	M_DeepCast_200m_mx_221	200	172_1	No
2440	M_DeepCast_200m_m1_030	200	170_1	No
2441	M_DeepCast_200m_m1_035	200	169_1	No
2442	M_DeepCast_200m_mx_014	200	168_1	No
2443	M_DeepCast_200m_m1_017	200	166_1	No
2444	M_DeepCast_200m_m2_191	200	164_1	No
2445	M_DeepCast_200m_m2_080	200	163_1	No
2446	M_DeepCast_200m_mx_024	200	161_1	No
2447	M_DeepCast_200m_mx_018	200	155_1	No
2448	M_DeepCast_200m_m2_022	200	147_1	No
2449	M_DeepCast_200m_mx_060	200	128_2	Representative sequence
2450	M_DeepCast_200m_m2_051	200	127_1	No
2451	M_DeepCast_200m_mx_187	200	115_1	No
2452	M_DeepCast_200m_mx_242	200	113_1	No
2453	M_DeepCast_200m_mx_119	200	112_1	No
2454	M_DeepCast_200m_m2_185	200	111_1	No
2455	M_DeepCast_200m_m2_310	200	107_1	No
2456	M_DeepCast_200m_mx_237	200	105_1	No
2457	M_DeepCast_200m_m2_081	200	104_1	No
2458	M_DeepCast_200m_m1_008	200	103_1	No
2459	M_DeepCast_200m_m2_021	200	102_1	No
2460	M_DeepCast_200m_m2_004	200	101_1	No
2461	M_DeepCast_200m_mx_115	200	99_1	No
2462	M_DeepCast_200m_m1_024	200	92_1	No
2463	M_DeepCast_200m_mx_304	200	89_1	No
2464	M_DeepCast_200m_m1_086	200	85_1	No
2465	M_DeepCast_200m_mx_283	200	82_1	No
2466	M_DeepCast_200m_mx_286	200	79_1	No
2467	M_DeepCast_200m_m2_224	200	75_1	No
2468	M_DeepCast_200m_m1_230	200	72_1	No
2469	M_DeepCast_200m_m1_332	200	56_1	No
2470	M_DeepCast_200m_m1_135	200	55_1	No
2471	M_DeepCast_200m_m2_066	200	46_1	No
2472	M_DeepCast_200m_m2_110	200	44_1	No
2473	M_DeepCast_200m_m2_053	200	43_1	No
2474	M_DeepCast_200m_m2_054	200	42_1	No
2475	M_DeepCast_200m_m2_052	200	40_1	Representative sequence
2476	M_DeepCast_200m_m2_139	200	39_1	No
2477	M_DeepCast_200m_mx_369	200	37_1	No
2478	M_DeepCast_200m_m2_195	200	36_1	No
2479	M_DeepCast_200m_m2_268	200	35_1	No
2480	M_DeepCast_200m_m2_220	200	31_1	Representative sequence
2481	M_DeepCast_200m_m2_194	200	29_1	Representative sequence
2482	M_DeepCast_200m_m1_142	200	28_1	No
2483	M_DeepCast_200m_mx_194	200	27_1	Representative sequence
2484	M_DeepCast_200m_m2_208	200	26_1	Representative sequence
2485	M_DeepCast_200m_m2_200	200	25_1	No
2486	M_DeepCast_200m_m2_237	200	24_2	No
2487	M_DeepCast_200m_mx_183	200	23_1	No
2488	M_DeepCast_200m_m2_068	200	22_1	No
2489	M_DeepCast_200m_m2_202	200	21_1	No
2490	M_DeepCast_200m_m2_046	200	20_1	Representative sequence
2491	M_DeepCast_200m_m2_252	200	19_1	No
2492	M_DeepCast_200m_m2_233	200	18_1	No
2493	M_DeepCast_200m_mx_117	200	17_1	No
2494	M_DeepCast_200m_m2_231	200	15_1	No
2495	M_DeepCast_200m_m2_286	200	14_1	No
2496	M_DeepCast_200m_m2_143	200	11_1	No
2497	M_DeepCast_200m_m2_109	200	10_1	No
2498	M_surface_8_m2_201	8	559_1	No
2499	M_surface_9_m2_201	9	443_1	No
2500	M_surface_9_m2_202	9	556_1	No
2501	M_surface_10_m2_202	10	201_1	No
2502	M_surface_6_m1_203	6	456_1	No
2503	M_surface_9_mx_204	9	494_1	No
2504	K_Offshore_surface_m1_204	0	386_0	Representative sequence
2505	M_surface_8_m2_204	8	194_1	No
2506	M_surface_6_m1_204	6	177_1	No
2507	M_surface_8_m1_205	8	276_1	No
2508	K_Offshore_surface_m1_205	0	226_1	No
2509	K_Offshore_surface_m2_205	0	195_1	No
2510	M_surface_10_m2_206	10	577_1	No
2511	M_surface_7_m2_206	7	557_2	No
2512	M_surface_8_mx_206	8	443_1	No
2513	M_surface_9_mx_207	9	269_2	No
2514	K_Offshore_surface_mx_207	0	199_1	No
2515	M_surface_7_m2_208	7	556_1	No
2516	K_Offshore_surface_m1_208	0	355_1	No
2517	K_Offshore_surface_m2_208	0	181_1	No
2518	M_surface_8_mx_209	8	542_1	No
2519	K_Offshore_surface_m1_209	0	370_1	No
2520	M_surface_8_m2_209	8	280_1	No
2521	M_surface_7_m2_209	7	194_1	No
2522	K_Offshore_surface_mx_210	0	322_1	Representative sequence
2523	M_surface_8_m1_210	8	203_1	No
2524	M_surface_6_m1_210	6	161_1	No
2525	M_surface_8_m2_211	8	302_1	No
2526	M_surface_8_m1_211	8	153_1	No
2527	M_surface_9_mx_212	9	577_2	No
2528	M_surface_8_mx_212	8	485_1	No
2529	M_surface_10_m2_212	10	325_2	No
2530	M_surface_6_m1_213	6	551_1	No
2531	K_Offshore_surface_m2_213	0	471_1	No
2532	M_surface_10_m2_213	10	447_1	Representative sequence
2533	M_surface_7_m2_213	7	193_1	No
2534	M_surface_9_mx_215	9	551_1	No
2535	M_surface_6_m1_215	6	467_1	No
2536	K_Offshore_surface_m1_215	0	187_1	No
2537	M_surface_8_m1_216	8	471_1	No
2538	M_surface_9_m2_216	9	196_1	No
2539	K_Offshore_surface_m2_217	0	502_2	No
2540	M_surface_10_m2_218	10	571_1	No
2541	K_Offshore_surface_mx_218	0	400_2	No
2542	K_Offshore_surface_m1_218	0	340_1	No
2543	M_surface_8_mx_218	8	130_3	No
2544	M_surface_9_mx_219	9	585_1	No
2545	M_surface_8_m1_219	8	574_1	No
2546	M_surface_10_m2_219	10	352_2	No
2547	K_Offshore_surface_m1_220	0	137_1	Representative sequence
2548	M_surface_7_m2_220	7	126_1	No
2549	M_surface_8_mx_222	8	566_1	No
2550	K_Offshore_surface_m1_222	0	559_1	No
2551	M_surface_7_m2_222	7	300_1	No
2552	M_surface_6_m1_223	6	208_1	No
2553	K_Offshore_surface_m1_223	0	184_1	No
2554	M_surface_8_mx_223	8	125_1	No
2555	M_surface_10_m2_224	10	194_1	No
2556	K_Offshore_surface_m2_225	0	579_1	No
2557	M_surface_10_m2_225	10	280_1	No
2558	M_surface_8_m1_225	8	205_1	No
2559	M_surface_6_m1_225	6	169_1	No
2560	M_surface_7_m2_225	7	125_1	No
2561	M_surface_6_m1_226	6	485_1	No
2562	K_Offshore_surface_m2_227	0	548_1	No
2563	M_surface_6_m1_228	6	556_9	No
2564	K_Offshore_surface_mx_228	0	276_1	No
2565	M_surface_6_m1_229	6	537_1	No
2566	K_Offshore_surface_m2_229	0	518_1	No
2567	M_surface_9_m2_231	9	556_9	No
2568	M_surface_6_m1_232	6	569_1	No
2569	M_surface_10_mx_233	10	303_1	No
2570	K_Offshore_surface_m2_234	0	564_1	No
2571	K_Offshore_surface_m1_234	0	175_1	No
2572	M_surface_6_m1_235	6	451_1	No
2573	K_Offshore_surface_m2_235	0	200_1	No
2574	M_surface_10_mx_236	10	485_1	Representative sequence
2575	K_Offshore_surface_m2_237	0	563_1	No
2576	M_surface_9_mx_237	9	485_1	No
2577	M_surface_8_m1_237	8	242_1	No
2578	K_Offshore_surface_m1_238	0	155_1	No
2579	M_surface_8_m1_239	8	537_1	No
2580	K_Offshore_surface_m2_239	0	465_1	Representative sequence
2581	M_surface_6_m1_239	6	286_1	No
2582	M_surface_7_m2_239	7	198_1	Representative sequence
2583	K_Offshore_surface_m1_240	0	443_1	No
2584	M_surface_10_m2_240	10	286_1	No
2585	M_surface_9_m1_241	9	559_1	Representative sequence
2586	M_surface_7_m2_242	7	585_1	Representative sequence
2587	K_Offshore_surface_m1_242	0	204_1	No
2588	M_surface_9_m1_243	9	170_1	No
2589	M_surface_6_m1_244	6	470_1	No
2590	M_surface_10_m2_244	10	467_1	No
2591	M_surface_6_m1_245	6	553_1	No
2592	K_Offshore_surface_m2_246	0	566_1	No
2593	M_surface_6_m1_246	6	197_1	No
2594	M_surface_9_m1_246	9	177_1	No
2595	M_surface_10_m2_246	10	173_1	No
2596	M_surface_10_mx_246	10	130_3	No
2597	K_Offshore_surface_m2_247	0	574_1	Representative sequence
2598	K_Offshore_surface_m1_247	0	205_1	No
2599	M_surface_10_m2_248	10	556_9	No
2600	M_surface_9_m1_248	9	155_1	No
2601	M_surface_7_m2_249	7	269_2	No
2602	K_Offshore_surface_m2_249	0	196_1	No
2603	M_surface_9_m1_249	9	175_1	Representative sequence
2604	K_DeepCast_250m_m2_107	250	598_1	No
2605	K_DeepCast_250m_m2_024	250	597_1	No
2606	K_DeepCast_250m_mx_056	250	594_1	No
2607	K_DeepCast_250m_m2_304	250	590_1	No
2608	K_DeepCast_250m_m1_019	250	585_1	No
2609	K_DeepCast_250m_m1_070	250	580_1	No
2610	K_DeepCast_250m_m2_343	250	579_1	No
2611	K_DeepCast_250m_m2_040	250	578_1	No
2612	K_DeepCast_250m_m2_276	250	577_2	No
2613	K_DeepCast_250m_m1_064	250	572_1	No
2614	K_DeepCast_250m_mx_154	250	571_1	No
2615	K_DeepCast_250m_m2_103	250	570_1	No
2616	K_DeepCast_250m_m1_028	250	569_1	No
2617	K_DeepCast_250m_m2_094	250	566_1	No
2618	K_DeepCast_250m_m1_372	250	565_1	No
2619	K_DeepCast_250m_m1_375	250	559_1	No
2620	K_DeepCast_250m_m2_120	250	557_2	No
2621	K_DeepCast_250m_m2_042	250	556_9	No
2622	K_DeepCast_250m_mx_343	250	556_1	No
2623	K_DeepCast_250m_m2_151	250	555_1	No
2624	K_DeepCast_250m_m1_005	250	551_1	No
2625	K_DeepCast_250m_mx_109	250	549_1	No
2626	K_DeepCast_250m_m1_009	250	548_1	No
2627	K_DeepCast_250m_m1_159	250	542_1	No
