MAG	Taxonomy	Domain	Completeness_checkm	Contamination_checkm	Completeness_DasTool	Contamination_DasTool	Numer of genomoes in dRep cluster	fccB	sulfide_quinone_oxidoreductase_sqr	sulfur_dioxygenase_sdo	aprA	sat	cysC	cysN	thiosulfate_reductase_phsA	dsrA	dsrB	dsrC	dsrD	dsrE	dsrF	dsrH	dsrJ	dsrK	dsrM	dsrO	dsrP	dsrR	dsrS	dsrT	soxA	soxB	soxD	soxX	soxY	soxYZ-like	soxZ	FeFeHydrogenase	FeFeHydrogenase_2	Hydrogenase_Group_1	Hydrogenase_Group_2a	Hydrogenase_Group_2b	Hydrogenase_Group_3b	Hydrogenase_Group_3c	Hydrogenase_Group_3d	Hydrogenase_Group_4	pmoA	pmoB	pmoC	mmoB	mmoD	mcrA	mcrB	mcrC	amoA	Archeael_amoB	Archeael_amoC	nifA_Mo	nifB_Mo	nifH	nitrite_oxidoreductase_nxrA	nitrite_oxidoreductase_nxrB	napA	napB	narG	narH	nrfH	nrfA	nirB	nirD	nirK	nitrite_reductase_nirS	nitric_oxide_reductase_norB	nitric_oxide_reductase_norC	nosD	nosZ	hydrazine_oxidase_hzoA	hydrazine_synthase_hzsA	octR	ureA	ureB	ureC	coxA	coxB	ccoN	ccoO	ccoP	cyoA	cyoD	cyoE	cydA	cydB	qoxA	ndma_methanol_dehydrogenase	madA	madB	fdh_thiol_id	sfh	sgdh	smdh	fae	fmtf	mtmc	fdhA	fdhB	fdhC	carbon_monoxide_dehydrogenase_coxL	carbon_monoxide_dehydrogenase_coxM	carbon_monoxide_dehydrogenase_coxS	rubisco_form_I	rubisco_form_II	rubisco_form_II_III	rubisco_form_III	rubisco_form_IV	Four-hydroxybutyryl-CoA-dehydratase	Four-hydroxybutyryl-CoA-synthetase	codhC	codhD	codh_catalytic	acetate_citrate_lyase_aclA	acetate_citrate_lyase_aclB	hdh	rdh	cld	ars_ox	ars_ox_2	arsC	ars_thioredoxin	ars_glutaredoxin	ygfK	ygfM	sel_mo	nthA	nthB	mtrA	mtrC
K_DeepCast_250m_m1_045	Nitrospirae	Bacteria	92.73	0.91	96.08	5.26	6			1	1	1				1	1	1	2				1	1	1	1	1			1										1			2																																																													1		1										3	1	1	1																	
M_DeepCast_65m_m2_186	Nitrospirae	Bacteria	86.81	2.73	84.31	5.26	1						1	1																													1																		1	1		1							1									1	1	1					1																											1						1	1			1				1								
K_DeepCast_300m_m2_067	Nitrospirae	Bacteria	58.01	3.99	76.47	3.92	4						1																														1																																																																																													
M_DeepCast_400m_m2_082	CP Pacearchaeota	Archaea	71.88	0	78.95	10.53	5																																				1																																																																						1	1																						
K_DeepCast_100m_m1_149	CP Pacearchaeota	Archaea	66.74	1.87	76.32	10.53	2																																																																																																									1		1																						
M_DeepCast_50m_m2_169	CP Pacearchaeota	Archaea	65.81	0	78.95	2.63	10																																																																																																										1	1																						
M_DeepCast_400m_m2_303	CP Pacearchaeota	Archaea	65.58	0.93	76.32	5.26	6																																																																																																										1	1																						
K_Offshore_120m_m2_023	CP Pacearchaeota	Archaea	65.19	0	81.58	2.63	4																																																																																																																																	
K_Offshore_80m_m2_097	CP Pacearchaeota	Archaea	63.24	0	81.58	0	3																																																																																																																																	
M_DeepCast_65m_mx_140	CP Parvarchaeota	Archaea	91.82	3.81	97.37	3.92	2																																																																																																										1	1																						
M_DeepCast_65m_m1_132	CP Parvarchaeota	Archaea	48.39	0.5	65.79	3.92	2																																				1																																																																																													
K_Offshore_80m_m2_006	Phycisphaerae	Bacteria	98.86	2.94	96.08	5.26	19						1	1																																																																					2	2						1																																														
M_surface_10_m2_213	Phycisphaerae	Bacteria	97.73	1.14	96.08	5.26	10						1	1																																																																					1	1						1																																														
M_DeepCast_65m_mx_077	Phycisphaerae	Bacteria	97.73	0	96.08	5.26	4					1	1																																																1	1	1	1			1	1							1	1											1			1														1			1	1	1																											
K_Offshore_40m_m2_104	Phycisphaerae	Bacteria	96.59	0	94.12	2.63	3						1	1																																																																					2	2						1																																														
M_DeepCast_65m_m2_009	Phycisphaerae	Bacteria	96.32	1.14	94.12	2.63	1						1	1																																																																					1	1						1																																														
K_Offshore_120m_m2_148	Phycisphaerae	Bacteria	96.21	0	96.08	0	12						1	1																																																																					1	1						1																																						1								
M_DeepCast_65m_mx_236	Phycisphaerae	Bacteria	92.8	2.27	92.16	5.88	13						1	1																																																	1	1																			1	2						1																																														
K_DeepCast_35m_m2_037	Phycisphaerae	Bacteria	90.53	0	90.2	2.63	23						1	1																																																																					2	2						1																																														
K_Offshore_120m_m2_041	Phycisphaerae	Bacteria	88.12	4.65	88.24	7.84	2		1																																																						1	1			1	1							1	1							3	2	1		2			1																	1																													
M_surface_10_m1_294	Phycisphaerae	Bacteria	85.8	4.72	94.12	2.63	22						1																																																																													1																																						1								
M_DeepCast_200m_m1_014	Phycisphaerae	Bacteria	49.82	9.09	50.98	5.26	1																																				1																									1																																				1															1									1								
K_Offshore_surface_m1_005	Phycisphaerae	Bacteria	49.56	5.17	66.67	11.76	2						1																																																																						1																																	1																				
K_DeepCast_35m_m1_102	Phycisphaerae	Bacteria	40.38	0	52.94	1.96	1						1	1																																																																																																																										
K_Offshore_surface_m2_216	Phycisphaerae	Bacteria	39.74	0	45.1	2.63	2																																																																												1																																																					
K_DeepCast_1200m_m1_044	Planctomycetes	Bacteria	85.91	53.86	96.08	25.49	1			3		1	2																					2						1																						1												2			2																											1				1						2		3		1	1									1								
K_Offshore_80m_m2_029	Planctomycetes	Bacteria	99.87	2.25	86.27	2.63	18					1	1																					2																																			1	1														1						1											2	2	1				1	1	1					1		1								1												
M_DeepCast_100m_m2_243	Planctomycetes	Bacteria	98.9	2.85	94.12	5.26	9			1	1	2	1																					3																											1	1					2	1				1		3			4	1																										2				1									1	1	1																	
M_DeepCast_200m_mx_231	Planctomycetes	Bacteria	76.32	5.9	88.24	7.84	1			1						1	2	1							1													1					1	1	1																		1	1																					1																					1		1								1	1	1	3									1								
M_DeepCast_65m_m2_011	Planctomycetes	Bacteria	98.78	0	92.16	2.63	2						2	1																													1																		1	1			1	1				1			1		1	1								1						1											1	1	1											1		1								1												
K_DeepCast_100m_m2_328	Planctomycetes	Bacteria	97.8	1.65	96.08	2.63	7		1	3	1	1	4																					2							1		1																		1	1					1							2			4								1	2	1																					1									1	1	2																	
K_Offshore_80m_m1_186	Planctomycetes	Bacteria	97.73	1.7	96.08	2.63	12			1			2	1																																																																					1	1						1														1					1						1	1																				
K_DeepCast_35m_m2_150	Planctomycetes	Bacteria	97.7	2.3	94.12	0	10			1			2	1																				1									1																																									1						1											2	1	1					1						1		2								1												
M_DeepCast_400m_m2_341	Planctomycetes	Bacteria	92.05	6.4	96.08	5.26	3			1		1	1																									1		2			1	1																	1	1					1	1																																				1		1								1			1	1	1									1								
M_DeepCast_400m_m2_165	Planctomycetes	Bacteria	73.44	11.26	76.47	7.89	5			1		1																															1	1	1	2															1	1					1	1					1														1																	1		1										3			2																1	
K_DeepCast_100m_m1_307	Planctomycetes	Bacteria	96.59	3.41	94.12	0	7			1																												1					1																																																																									3																				
M_DeepCast_400m_m2_048	Planctomycetes	Bacteria	96.59	1.24	94.12	5.88	5			1																												1					1			1																					1	1																																				1		1								3			1	1	2									1								
M_DeepCast_65m_m2_181	Planctomycetes	Bacteria	90.32	8.06	94.12	0	4			1		1	1																					2																															1	1																		1	1	1				1																								1																						
M_DeepCast_400m_m2_014	Planctomycetes	Bacteria	74.58	13.19	90.2	7.84	3			1						1	1	1						1	1													1		1	1		1																																										1	1																						1	1							3	1		2																	
K_DeepCast_65m_m1_055	Planctomycetes	Bacteria	96.48	0	90.2	2.63	8						2	1																				1																																		1	1	2														1						1											2	2	1				1	1	1							1								1												
M_DeepCast_65m_m2_061	Planctomycetes	Bacteria	96.02	4.55	92.16	2.63	1			1			1	1																				1																													1	1	1	1									1	1								1	1	1				1																	1	1						1		1						1														
K_Offshore_80m_m2_128	Planctomycetes	Bacteria	95.45	3.41	90.2	1.96	4						1	1																				1																																	1	1	1	2										1	1	1	1							1											2	2	1				1	1	1					1		1																				
K_Offshore_surface_mx_256	Planctomycetes	Bacteria	95.4	2.3	96.08	0	12						2	1																				2																																																		1						1											2	1	1												1	1								1												
K_Offshore_120m_mx_222	Planctomycetes	Bacteria	94.32	3.41	92.16	1.96	5			1		1	1																				1	1			1								1																						1	1	1	1			1							1	1	1	1	1			1			1											2	2	1				3	2	2					2		2												1					1	1		
M_DeepCast_50m_m2_137	Planctomycetes	Bacteria	94.09	5.38	94.12	5.26	4			1			2	1																				2																																																		1						1																		1						1		1																				
K_DeepCast_300m_mx_075	Planctomycetes	Bacteria	66.59	18.9	66.67	13.73	1			2																												1		1																																																																1																																
M_DeepCast_10m_m2_123	Planctomycetes	Bacteria	57.76	24.34	86.27	23.53	1			1			2	1																													1																																																										3	2	1											2		1																				
M_DeepCast_50m_m2_133	Planctomycetes	Bacteria	93.18	3.41	90.2	1.96	4			2		1	1																					2																															1	1				1				1									1		1	1	1			1																										1						1														
K_Offshore_80m_m2_185	Planctomycetes	Bacteria	92.95	3.41	92.16	3.92	1						2	1																																																							1	1													1	1	1	1				1											2	2	1											1		2																				
K_DeepCast_100m_m1_029	Planctomycetes	Bacteria	65.11	13.64	66.67	7.84	1			2			1																									2																														1																																																1																				
K_Offshore_surface_mx_130	Planctomycetes	Bacteria	92.87	3.38	90.2	5.88	2						2	1																																																								1														1	1	1	1			1											2	2	1													1								1												
K_DeepCast_100m_mx_218	Planctomycetes	Bacteria	92.47	2.15	88.24	5.88	5			1			2	1																														1	1																1	1	1	1			1	2															1	1	1	1	3			1														2	1			1	2					1																						
M_DeepCast_200m_m2_025	Planctomycetes	Bacteria	87.17	6.43	82.35	7.89	5						2	1																								1					1	2																	1	1																						1	1	1	2			1	1	1									1	1	1																				1					1								
K_DeepCast_300m_m2_173	Planctomycetes	Bacteria	76.32	22.3	88.24	31.37	1					1	1																									1		1			2	2		1															1	1					2	1																																				1		1								1	1		2	1	1									2								
K_DeepCast_35m_m1_264	Planctomycetes	Bacteria	91.85	2.87	90.2	1.96	3						2	1																																																																						1						1											3	1	1													1								1												
M_DeepCast_200m_m2_285	Planctomycetes	Bacteria	73.76	11.8	90.2	7.89	1						1																														1	1																		1					1	2																																														1					1																	
M_DeepCast_100m_m2_158	Planctomycetes	Bacteria	46.11	3.76	70.59	9.8	3						2	1																																																																						1						1											1													1		1								1												
K_DeepCast_250m_m1_352	Planctomycetes	Bacteria	90.91	2.94	94.12	5.26	6			2																												1					1			1																					1	1																																				1					1					1		3												1								
M_DeepCast_400m_m2_195	Planctomycetes	Bacteria	88.12	3.41	94.12	2.63	4			1																												1		1			1	1		1																					1																																					1		1											1	1	1																	
K_Offshore_0m_mx_037	Planctomycetes	Bacteria	83.24	1.14	94.12	3.92	5						1	1																				1																																																	1	1						1											1	1	1											2		1																				
M_DeepCast_65m_m1_287	Planctomycetes	Bacteria	80.11	2.27	92.16	3.92	1			1		2	1																					1																															1	1	1	1						1																1																	1							1								1						1								
K_Offshore_surface_m1_204	Planctomycetes	Bacteria	74.47	2.15	68.63	3.92	1			1			1	1																																																								1													1	1			1																	1					1					1		2						1														
K_DeepCast_150m_m2_127	Planctomycetes	Bacteria	66.29	3	84.31	7.84	1										1	1							1																		1	1	1																1																								1	1																		1				1	1					1		1			3									1								
M_DeepCast_100m_mx_241	Planctomycetes	Bacteria	52.31	3.78	56.86	5.88	2					1																															1																										1																																1	1	1						1							1																				
K_Offshore_80m_m1_160	Planctomycetes	Bacteria	97.47	10.73	94.12	5.88	3						3	1																				1																																			1	1													1	2						1											2	2	1													1								1												
K_DeepCast_250m_m1_330	Planctomycetes	Bacteria	83.52	7.73	94.12	7.84	1									1		1							1															1	1		1	1	1																		1	1																					1	1																				1	1	1	1					1		2	1	1	2																	
M_DeepCast_200m_m1_344	Planctomycetes	Bacteria	54.73	8.8	58.82	11.76	1						3	1																																																																						1						2											1																							1												
M_DeepCast_200m_m1_287	Planctomycetes	Bacteria	54.52	13.88	66.67	15.69	1																																					1																								1																																														1		1																				
M_surface_8_m1_183	Planctomycetes	Bacteria	52	10.81	72.55	23.53	1						4	1																																																																																							1															1								1												
M_surface_7_m1_301	Planctomycetes	Bacteria	47.12	0.13	70.59	0	22																																																																																															1	1													1																				
M_DeepCast_65m_m2_014	CP Poribacteria	Bacteria	97.8	3.3	96.08	5.26	2		1			1	1																					1											1																1	1						1															1	2						1							1							1		1			1					1		1								1			1									
M_DeepCast_200m_m2_052	CP Poribacteria	Bacteria	93.34	9.07	98.04	3.92	4			2		1	1																																1																						1	1																																				2	1		2	3	4					1		3	1		1									2								
K_DeepCast_250m_mx_079	CP Poribacteria	Bacteria	78.76	12.45	80.39	13.73	1			1		1	1																														1																																																																							2		5		1																		
K_DeepCast_1200m_m1_314	CP Poribacteria	Bacteria	70.79	20	76.47	11.76	1			2		1	1																																																							1																																				1				1	1					1		5	1		1																	
K_DeepCast_300m_mx_113	CP Poribacteria	Bacteria	30.16	3.87	45.1	5.26	1			3		1																																																																																																						1		4			1			1														
K_DeepCast_300m_m1_220	CP Poribacteria	Bacteria	51.76	4.95	49.02	2.63	2																																																																																																											1		1						1														
K_DeepCast_1200m_m1_294	CP Poribacteria	Bacteria	59.43	14.1	70.59	9.8	1																																					2	2																																																																					1		3						1														
M_DeepCast_400m_m1_357	CP Poribacteria	Bacteria	47.18	5.49	58.82	1.96	1					1																																																																																																						2		3						1														
K_DeepCast_100m_mx_034	Thaumarchaeota	Archaea	98.71	1.94	97.37	0	24			2		1	1																																										1	1	1																							1	1	1								2																								1	1									1												
K_Offshore_120m_mx_126	Thaumarchaeota	Archaea	48.43	2.41	64.71	10.53	1			1																																																																																1																																		1												
K_DeepCast_65m_m2_187	Thaumarchaeota	Archaea	98.06	1.94	100	1.96	6			1		1																																																											1				1	1								1						2																								2																						
M_DeepCast_65m_m1_070	Thaumarchaeota	Archaea	94.01	1.94	86.84	3.92	4			2		1	1																																											1	1																																	2																								1	1									1												
K_Offshore_80m_m1_039	Thaumarchaeota	Archaea	90.13	1.94	86.84	5.26	16			1		1																																											1		1																							3	1	1								2																								1	1									1												
M_DeepCast_50m_m1_060	Thaumarchaeota	Archaea	55.83	2.59	52.63	1.96	2			1																																														1																								1	1	1								1																																		1												
K_Offshore_80m_m2_203	Thaumarchaeota	Archaea	50.19	1.94	52.63	2.63	10					1																																											1	1	1																																	1																								1																						
M_surface_9_mx_028	Thaumarchaeota	Archaea	32.02	3.37	68.63	1.96	1																																																																																																																																	
K_DeepCast_35m_m2_045	Unclassified	Bacteria	83.5	10.27	45.1	1.96	1			1			1	1																																																																																										1										1		1						1	1													
M_surface_10_m2_023	Verrucomicrobia V1	Bacteria	93.27	0.68	92.16	1.96	7																																																																																			1																																		1												
K_DeepCast_35m_m1_007	Verrucomicrobia V2	Bacteria	85.36	1.01	94.12	5.88	3																																																																													1		1					1	1																																1												
M_DeepCast_65m_m2_001	Verrucomicrobia V3	Bacteria	98.99	4.73	96.08	0	13						1	1																				1																											1	1	1	1				2		1				1						1	1	1		1		1	1			1																	1	1	1					1		2						1		1				1								
K_Offshore_40m_m1_220	Verrucomicrobia V3	Bacteria	98.65	2.7	94.12	2.63	22							1																				2																																																			1	1				1														1										2		1												1								
K_DeepCast_150m_m2_164	Verrucomicrobia V3	Bacteria	97.06	5.54	96.08	0	7			1			1	1																													1	1	1																1	1	1					2											1						1	2	1			1	1	1																						2		3																				
K_Offshore_80m_m1_165	Verrucomicrobia V3	Bacteria	98.65	1.35	94.12	0	4		1	1			1	1																				1																											1	1	1					1												1	1	1			2	2	1			1																								1		2								1				1								
K_DeepCast_0m_m1_144	Verrucomicrobia V3	Bacteria	97.32	0.71	92.16	0	22						1	1																				2																																		1																	1	1				1																										1												1								
K_DeepCast_35m_m2_191	Verrucomicrobia V3	Bacteria	96.6	2.87	94.12	0	21							1																																																								1																				1																										1								1				1								
K_Offshore_120m_m2_058	Verrucomicrobia V3	Bacteria	94.59	2.03	96.08	1.96	5							1																				1																											1	1																		1	1	1								1																								1		2								1												
K_DeepCast_250m_mx_148	Verrucomicrobia V3	Bacteria	84.92	17.13	76.47	17.65	1		1							1	1						1			2	1																1																		1	1																																																						1						1														
M_DeepCast_200m_mx_295	Verrucomicrobia V3	Bacteria	74.73	9.72	62.75	3.92	1		1								1						1			1	1																1			1															1	1																								2																																				1						1								
M_DeepCast_400m_m1_380	Verrucomicrobia V3	Bacteria	78.53	11.47	60.78	7.89	1						2	1		1	1									1	1																1	1																		1																																										1												1						1						2								
K_Offshore_80m_m2_222	Verrucomicrobia V3	Bacteria	93.24	1.73	92.16	5.88	3							1																				1																																				1																				1														1												2								1				1								
K_Offshore_80m_m1_157	Verrucomicrobia V3	Bacteria	90.2	2.03	96.08	0	13						1	1																				1																											2							1	1	2										1	1	1		1		1	1			1														1			1	1	1					2		2								1												
K_Offshore_80m_m2_019	Verrucomicrobia V3	Bacteria	85.89	2.7	74.51	7.89	1		1					1																																																																		1	1	1				1				1														1										1		3								1				1								
M_DeepCast_400m_m2_201	Verrucomicrobia V3	Bacteria	41.42	1.02	62.75	1.96	1																																																													2																																																1												1								
M_DeepCast_65m_m2_010	Verrucomicrobia V3	Bacteria	63.9	5.2	64.71	7.84	1		1					1				1																				1						2	1																						1	2								1							1	1	1	1	1			1																		2	2							1																				
M_DeepCast_100m_m1_323	Verrucomicrobia V4	Bacteria	98.63	2.05	96.08	0	22						1	1																																																						1															1	1						1																																														
M_surface_9_m2_112	Verrucomicrobia V4	Bacteria	97.97	2.36	96.08	1.96	22						1	1																				2																																																	1	1			1			1																										1												1								
M_DeepCast_100m_m1_317	Verrucomicrobia V4	Bacteria	97.95	3.08	96.08	0	22							1																				1																																														1	1	1	1	1						1																																														
M_surface_10_m1_278	Verrucomicrobia V4	Bacteria	97.3	1.52	96.08	3.92	1						1	1																				2																																																	1		1	1	2			1																										1												1								
M_DeepCast_400m_m2_235	Verrucomicrobia V4	Bacteria	96.62	2.39	94.12	0	7						1	1																														2	1																						1	1																							1	1																								5												1								
K_Offshore_40m_m2_239	Verrucomicrobia V4	Bacteria	92.28	0.68	92.16	3.92	3						1	2																																																																					1	1						1																								2														1								
M_surface_9_m1_052	Verrucomicrobia V4	Bacteria	41.62	0.04	52.94	2.63	2						1	1																				1																																																		1						1																										1																				
K_Offshore_surface_mx_210	Verrucomicrobia V6	Bacteria	82.09	1.69	90.2	2.63	24																																																																												1	1						1																		1																												
M_surface_8_m1_238	Verrucomicrobia V6	Bacteria	73.95	27.07	84.31	29.41	1																																																																																																					1																												
M_surface_6_mx_194	Verrucomicrobia V6	Bacteria	63.41	25.24	80.39	21.57	1			1			1																																																																						1	1						2																	1																													
K_DeepCast_0m_m2_002	Verrucomicrobia V6	Bacteria	62.84	21.75	76.47	25.49	1						1																																																																						1	1						1																		1																												
K_DeepCast_35m_m1_325	Verrucomicrobia V6	Bacteria	59.84	21.63	76.47	25.49	1						2																																																																						1	1						1																		1																												
M_DeepCast_10m_m2_104	Verrucomicrobia V6	Bacteria	41.91	12.53	58.82	9.8	1						1																																																																						1	1						2																																														
M_surface_9_m1_041	Verrucomicrobia V6	Bacteria	37.76	5.41	45.1	0	1						2																																																																						1	1						1																																														
K_Offshore_surface_mx_264	Verrucomicrobia V6	Bacteria	34.21	5.74	49.02	7.89	1						1																																																																						1	1						1																																														
M_DeepCast_65m_mx_257	Verrucomicrobia V6	Bacteria	28.96	0.4	58.82	5.88	1																																																																																			1																																														
M_surface_7_m2_085	Verrucomicrobia V6	Bacteria	13.18	0.03	47.06	1.96	1						1																																																																																																																											
K_Offshore_40m_m1_111	CP Verstraetaerchaeota	Archaea	38.45	30.05	84.31	23.53	1																																																																																																							1				2	1																					
M_DeepCast_400m_m2_128	CP Verstraetaerchaeota	Archaea	99.07	1.4	100	2.63	5			1																																				1						1	1	1																																																												2		2			1																	
M_DeepCast_400m_m2_277	Woesearchaeota	Archaea	63.01	1.87	71.05	2.63	3																															1																																																																											1	1																						
M_DeepCast_65m_m2_091	Woesearchaeota	Archaea	62.66	3.26	49.02	3.92	1			1			1	1				1															1												1				1																1								1	1								1		1																	2	1	1	1						1				1																						
K_DeepCast_300m_m2_023	Woesearchaeota	Archaea	83.18	13.32	97.37	21.05	4																															1																																																																										1		1		4						1														
M_DeepCast_65m_m1_115	Woesearchaeota	Archaea	76.64	10.51	86.84	9.8	2																																										1																																																																1	1		1																				
K_DeepCast_100m_m1_175	Woesearchaeota	Archaea	47.9	0.43	68.42	3.92	1																																																																																																									1		1																						
K_DeepCast_250m_m2_027	CP WOR-2 Omnitrophica	Bacteria	87.57	4.3	90.2	2.63	6																																							1																																																																							1	1	1																	
M_DeepCast_200m_m2_189	CP WOR-2 Omnitrophica	Bacteria	87.28	2.15	96.08	2.63	4																																							1																																																																							1	1																		
M_DeepCast_400m_m2_183	CP WOR-2 Omnitrophica	Bacteria	86.97	3.32	90.2	1.96	4			1																																	1																																																																											1																		
K_DeepCast_250m_m2_062	CP WOR-2 Omnitrophica	Bacteria	83.81	2.41	94.12	7.89	4			1		1																																		1																																																																								1	1																	
K_DeepCast_150m_m2_086	CP WOR-2 Omnitrophica	Bacteria	83.23	1.24	92.16	3.92	2																																							1																																																																							1	1																		
K_DeepCast_150m_m1_084	CP WOR-2 Omnitrophica	Bacteria	75.99	3.23	96.08	7.89	3			1																																				1																																																																							1	1																		
M_DeepCast_400m_m2_096	CP WOR-2 Omnitrophica	Bacteria	73.97	1.68	90.2	9.8	5																															2																																																																															1	1																		
M_DeepCast_400m_m1_102	CP WOR-2 Omnitrophica	Bacteria	73.77	9.99	70.59	5.26	4					1																																																																																																								1	1	1	1																	
M_DeepCast_400m_m2_339	CP WOR-2 Omnitrophica	Bacteria	68.67	10.9	72.55	17.65	3																																							1																																																																						2	1		2																	
K_DeepCast_150m_m2_040	CP WOR-3	Bacteria	94.51	4.4	100	2.63	8																															1						1		1																					1	1																																																																				
K_DeepCast_150m_m2_307	CP WOR-3	Bacteria	74.14	0.1	86.27	2.63	5																																					1		1																																																																																										
K_DeepCast_250m_m1_105	CP WOR-3	Bacteria	54.59	0	78.43	0	2																															1						2																																																																																												
M_DeepCast_400m_m1_356	CP WOR-3	Bacteria	50.59	2.81	72.55	7.84	1																															1																																																																						1																												
M_DeepCast_400m_m2_089	CP WOR-3	Bacteria	43.38	1.2	52.94	1.96	2																															1																																																																																																		
