NCBI Genome Submission ID	NCBI BioSample Submission ID	Genome (MAG Identifier)	TaxAss-kingdom	TaxAss-phylum	TaxAss-class	TaxAss-order	TaxAss-lineage	TaxAss-clade	TaxAss-tribe	Congruent Taxonomy	Candidate phyla	DPANN	Domain	Number of MAG in cluster dRep	Completeness DasTool	Contamination DasTool	Taxonomy GTDB-Tk	Taxonomy NCBI	Strain name	Genome completeness CheckM	Genome contamination CheckM	Strain heterogeneity CheckM	16S rRNA phylogeny CheckM	Number of ambiguous bases	Number of contigs	Number of  predicted genes	Number of scaffolds	Coding density	GC	GC std	Genome size (bp)	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs
VFZK00000000	SAMN10966240	K_Offshore_80m_m2_092	Bacteria(100)	Acidobacteria(100)	Subgroup_11(100)	unclassified	unclassified	unclassified	unclassified	Acidobacteria			Bacteria	4	98.04	1.96	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__;f__;g__;s__	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__;f__;g__;s__	Acidobacteriae bacterium K_Offshore_80m_m2_092 [Class]	95.44	1.76	0	Bacteria;Acidobacteria;Subgroup 11;uncultured Acidobacteria bacterium	0	622	5034	622	0.843	0.58	0	5425955	44038	44038	8723	8723	11516	11516	11	34	0	0	0	1	35
VGAR00000000	SAMN10966274	M_DeepCast_10m_mx_089								Actinobacteria acI-B1			Bacteria	15	80.39	1.96	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. M_DeepCast_10m_mx_089 [Genus]	45.64	1.18	33.33		0	58	642	58	0.955	0.42	0	615209	70057	70057	10607	10607	28632	28632	11	15	0	0	0	0	15
VGAT00000000	SAMN10966276	K_DeepCast_1200m_m2_173	Bacteria(81)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Actinobacteria acI-B1			Bacteria	18	82.35	31.58	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. K_DeepCast_1200m_m2_173 [Genus]	79.65	56.27	30.07		0	206	2103	206	0.955	0.42	0	1928627	101683	101683	9362	9362	20027	20027	11	44	0	0	0	1	45
VGBE00000000	SAMN10966287	K_DeepCast_250m_m2_310	Bacteria(88)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Actinobacteria acI-B1			Bacteria	18	96.08	13.73	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. K_DeepCast_250m_m2_310 [Genus]	93.1	18.97	88		0	129	1409	129	0.954	0.41	0	1288290	94901	94901	9987	9987	22285	22285	11	34	0	0	0	1	35
VFZL00000000	SAMN10966241	K_Offshore_80m_m2_117	Bacteria(100)	Acidobacteria(100)	Subgroup_6(100)	unclassified	unclassified	unclassified	unclassified	Acidobacteria			Bacteria	2	98.04	3.92	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	Acidobacteriota bacterium K_Offshore_80m_m2_117 [Phylum]	95.44	5.13	0	Bacteria;Acidobacteria;Subgroup 6;uncultured bacterium	0	85	4178	85	0.908	0.65	0	4440616	256320	256320	52243	52243	102887	102887	11	40	0	1	0	0	41
VGBU00000000	SAMN10966303	K_DeepCast_65m_m2_120	Bacteria(88)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Actinobacteria acI-B1			Bacteria	18	100	49.02	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. K_DeepCast_65m_m2_120 [Genus]	96.55	64.54	67.31		0	213	2008	213	0.953	0.42	0	1819942	129929	129929	8544	8544	17119	17119	11	47	0	0	0	2	49
VFZN00000000	SAMN10966243	M_surface_10_m1_251	Bacteria(100)	Acidobacteria(100)	Subgroup_6(100)	unclassified	unclassified	unclassified	unclassified	Acidobacteria			Bacteria	22	98.04	1.96	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__	d__Bacteria;p__Acidobacteriota;c__;o__;f__;g__;s__	Acidobacteriota bacterium M_surface_10_m1_251 [Phylum]	95.67	4.27	20	Bacteria;Acidobacteria;Subgroup 6;uncultured bacterium mle1-25	0	51	2715	51	0.947	0.67	0	3084019	311826	311826	60471	60471	162525	162525	11	45	0	0	0	2	47
VGAQ00000000	SAMN10966273	M_DeepCast_10m_m2_141	Bacteria(100)	Actinobacteria(100)	Actinobacteria(100)	Frankiales(100)	Sporichthyaceae(100)	unclassified	unclassified	Actinobacteria acI-B1			Bacteria	18	96.08	13.16	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. M_DeepCast_10m_m2_141 [Genus]	79.61	21.37	34.55	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;uncultured Candidatus Planktophila sp.	0	111	1476	111	0.953	0.42	0	1356385	134708	134708	12220	12220	24121	24121	11	36	0	0	0	1	37
VGBS00000000	SAMN10966301	M_DeepCast_50m_m2_266	Bacteria(100)	Actinobacteria(100)	Actinobacteria(100)	Frankiales(100)	Sporichthyaceae(100)	unclassified	unclassified	Actinobacteria acI-B1			Bacteria	18	96.08	35.29	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. M_DeepCast_50m_m2_266 [Genus]	79.74	58.79	38.33	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;uncultured Candidatus Planktophila sp.	0	248	2080	248	0.949	0.42	0	1880929	96157	96157	7584	7584	12565	12565	11	51	0	0	0	1	52
VGAN00000000	SAMN10966270	K_DeepCast_100m_m1_278								Actinobacteria			Bacteria	4	80.39	11.76	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_100m_m1_278 [Domain]	70.3	8.48	40		0	722	2575	722	0.848	0.33	0	2191797	30439	30439	3036	3036	3169	3169	11	33	0	0	0	1	34
VGAS00000000	SAMN10966275	K_DeepCast_1200m_m2_005	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	5	86.27	15.69	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_1200m_m2_005 [Domain]	67.04	6.99	86.96		0	568	2150	568	0.843	0.33	0	1879613	16275	16275	3309	3309	3746	3746	11	33	0	0	0	1	34
VGAU00000000	SAMN10966277	K_DeepCast_1200m_m2_204								Actinobacteria			Bacteria	2	90.2	7.89	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA7938;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_1200m_m2_204 [Domain]	89.01	4.73	0		0	372	2270	372	0.869	0.34	0	1998470	33176	33176	5372	5372	7229	7229	11	37	0	0	0	2	39
VGAX00000000	SAMN10966280	K_DeepCast_150m_m1_051								Actinobacteria			Bacteria	4	62.75	5.88	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_150m_m1_051 [Domain]	68.39	5.56	25		0	519	1985	519	0.899	0.39	0	1736768	14181	14181	3346	3346	3753	3753	11	20	0	0	0	0	20
VGAZ00000000	SAMN10966282	K_DeepCast_150m_m2_097	Bacteria(100)	Actinobacteria(100)	WCHB1-81(100)	unclassified	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	8	98.04	1.96	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_150m_m2_097 [Domain]	96.82	2.88	20	Bacteria;Actinobacteria;OPB41;uncultured bacterium	0	235	2190	235	0.871	0.37	0	2129990	76006	76006	9064	9064	14509	14509	11	46	0	0	0	0	46
VGBA00000000	SAMN10966283	K_DeepCast_150m_m2_294								Actinobacteria			Bacteria	4	98.04	7.84	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	Bacteria bacterium K_DeepCast_150m_m2_294 [Domain]	87.27	9.33	13.33		0	351	2231	351	0.848	0.35	0	2187391	61780	61780	6232	6232	10292	10292	11	41	0	0	0	1	42
VGBH00000000	SAMN10966290	K_DeepCast_35m_m1_047	Bacteria(100)	Actinobacteria(100)	Actinobacteria(100)	unclassified	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	12	100	1.96	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__	Nanopelagicales bacterium K_DeepCast_35m_m1_047 [Order]	86	0.54	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;uncultured bacterium	0	46	1331	46	0.948	0.43	0	1250995	120624	120624	27196	27196	48658	48658	11	40	0	0	0	1	41
VGBI00000000	SAMN10966291	K_DeepCast_35m_m1_297								Actinobacteria			Bacteria	11	100	5.88	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__;g__;s__	d__Bacteria;p__;c__Acidimicrobiia;o__;f__;g__;s__	Acidimicrobiia bacterium K_DeepCast_35m_m1_297 [Class]	96.58	2.14	0		0	165	2795	165	0.937	0.74	0	2717219	79919	79919	16468	16468	26069	26069	11	47	0	1	0	0	48
VGBJ00000000	SAMN10966292	M_DeepCast_400m_m1_127								Actinobacteria			Bacteria	17	62.75	5.88	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	d__Bacteria;p__;c__Thermoleophilia;o__;f__;g__;s__	Thermoleophilia bacterium M_DeepCast_400m_m1_127 [Class]	60.11	0.5	100		0	373	1570	373	0.939	0.72	0	1214271	12237	12237	3255	3255	3512	3512	11	29	0	0	0	0	29
VGBK00000000	SAMN10966293	M_DeepCast_400m_m2_130	Bacteria(100)	Actinobacteria(100)	Acidimicrobiia(100)	Actinomarinales(100)	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	6	100	7.84	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA11373;g__;s__	d__Bacteria;p__;c__Acidimicrobiia;o__;f__;g__;s__	Acidimicrobiia bacterium M_DeepCast_400m_m2_130 [Class]	93.16	5.98	11.11	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OM1 clade;uncultured bacterium	0	322	2720	322	0.913	0.72	0	2565459	77709	77709	7967	7967	13633	13633	11	44	0	0	0	1	45
VGBM00000000	SAMN10966295	K_Offshore_40m_m2_012	Bacteria(100)	Actinobacteria(100)	Thermoleophilia(100)	Gaiellales(100)	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	23	98.04	5.88	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	d__Bacteria;p__;c__Thermoleophilia;o__;f__;g__;s__	Thermoleophilia bacterium K_Offshore_40m_m2_012 [Class]	93.97	0.72	0	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium	0	52	2220	52	0.947	0.74	0	2131968	357716	357716	40999	40999	103198	103198	11	46	0	0	0	1	47
VGBP00000000	SAMN10966298	K_Offshore_40m_m2_139	Bacteria(99)	Actinobacteria(98)	Actinobacteria(98)	Frankiales(92)	Sporichthyaceae(92)	unclassified	unclassified	Actinobacteria			Bacteria	1	68.63	3.92	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__	Nanopelagicales bacterium K_Offshore_40m_m2_139 [Order]	58.76	0.26	0		0	271	1171	271	0.947	0.38	0	952901	20005	20005	3516	3516	3870	3870	11	27	0	0	1	0	28
VGAW00000000	SAMN10966279	K_Offshore_120m_m1_107								Actinobacteria acIV			Bacteria	20	62.75	0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__;s__	d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__	Microtrichales bacterium K_Offshore_120m_m1_107 [Order]	24.77	0	0		0	17	267	17	0.943	0.63	0	239782	93731	93731	14105	14105	43538	43538	11	6	0	0	0	0	6
VGBR00000000	SAMN10966300	M_DeepCast_50m_m2_189	Bacteria(100)	Actinobacteria(100)	Acidimicrobiia(100)	IMCC26256(100)	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	7	100	1.96	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__;g__;s__	d__Bacteria;p__;c__Acidimicrobiia;o__;f__;g__;s__	Acidimicrobiia bacterium M_DeepCast_50m_m2_189 [Class]	97.44	2.99	25	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured;uncultured bacterium	0	31	2892	31	0.933	0.68	0	2816131	509187	509187	90843	90843	215763	215763	11	45	0	1	0	1	47
VGBT00000000	SAMN10966302	K_DeepCast_65m_m2_097	Bacteria(100)	Actinobacteria(100)	Acidimicrobiia(100)	IMCC26256(100)	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	6	100	0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__;g__;s__	d__Bacteria;p__;c__Acidimicrobiia;o__;f__;g__;s__	Acidimicrobiia bacterium K_DeepCast_65m_m2_097 [Class]	98.29	2.14	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured;uncultured bacterium	0	97	3100	97	0.922	0.71	0	2983521	199017	199017	30758	30758	61969	61969	11	44	0	1	0	2	47
VFZZ00000000	SAMN10966255	M_surface_6_mx_034	Bacteria(100)	Bacteroidetes(100)	Ignavibacteria(100)	OPB56(100)	unclassified	unclassified	unclassified	Actinobacteria acIV-B1			Bacteria	9	74.51	3.92	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. M_surface_6_mx_034 [Genus]	31.99	0.9	0	Bacteria;Chlorobi;Chlorobia;Chlorobiales;OPB56;uncultured bacterium	0	61	904	61	0.936	0.41	0	847529	168898	168898	13894	13894	71372	71372	11	22	0	0	1	4	27
VGBV00000000	SAMN10966304	K_DeepCast_65m_m2_213	Bacteria(100)	Actinobacteria(100)	Thermoleophilia(100)	Solirubrobacterales(100)	67-14(100)	unclassified	unclassified	Actinobacteria			Bacteria	5	100	1.96	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	d__Bacteria;p__;c__Thermoleophilia;o__Solirubrobacterales;f__;g__;s__	Solirubrobacterales bacterium K_DeepCast_65m_m2_213 [Order]	93.97	1.87	66.67	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Elev-16S-1332;uncultured bacterium	0	247	2748	247	0.913	0.71	0	2498450	69605	69605	10115	10115	16735	16735	11	45	0	0	0	1	46
VGBX00000000	SAMN10966306	M_DeepCast_65m_m2_256								Actinobacteria			Bacteria	3	94.12	3.92	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	d__Bacteria;p__;c__Thermoleophilia;o__;f__;g__;s__	Thermoleophilia bacterium M_DeepCast_65m_m2_256 [Class]	77.39	0.09	0		0	401	1893	401	0.931	0.71	0	1464926	19315	19315	3653	3653	4055	4055	11	35	0	0	0	0	35
VGCA00000000	SAMN10966309	K_Offshore_80m_m2_056								Actinobacteria			Bacteria	5	100	3.92	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__;g__;s__	d__Bacteria;p__;c__Acidimicrobiia;o__;f__;g__;s__	Acidimicrobiia bacterium K_Offshore_80m_m2_056 [Class]	95.73	2.33	40		0	385	3622	385	0.932	0.72	0	3363940	77369	77369	8738	8738	13129	13129	11	45	0	0	0	2	47
VGCB00000000	SAMN10966310	K_Offshore_80m_m2_094	Bacteria(100)	Actinobacteria(100)	Thermoleophilia(100)	Gaiellales(100)	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	3	78.43	1.96	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	d__Bacteria;p__;c__Thermoleophilia;o__;f__;g__;s__	Thermoleophilia bacterium K_Offshore_80m_m2_094 [Class]	84.24	3.62	0	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;uncultured Rubrobacterineae bacterium	0	716	3861	716	0.905	0.71	0	3400093	20232	20232	4749	4749	5922	5922	11	35	0	0	0	2	37
VGCE00000000	SAMN10966313	K_Offshore_surface_m2_014	Bacteria(100)	Actinobacteria(100)	Thermoleophilia(100)	Gaiellales(100)	unclassified	unclassified	unclassified	Actinobacteria			Bacteria	17	100	0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	d__Bacteria;p__;c__Thermoleophilia;o__;f__;g__;s__	Thermoleophilia bacterium K_Offshore_surface_m2_014 [Class]	97.41	0	0	Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium	0	16	1897	16	0.934	0.71	0	1811387	455217	455217	113212	113212	228976	228976	11	46	0	0	0	1	47
VGNS00000000	SAMN10966614	K_DeepCast_150m_m2_272								Actinobacteria			Bacteria	2	72.55	7.89	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__	d__Bacteria;p__;c__Thermoleophilia;o__;f__;g__;s__	Thermoleophilia bacterium K_DeepCast_150m_m2_272 [Class]	62.95	2.1	22.22		0	695	2268	695	0.894	0.70	0	1902922	10539	10539	2738	2738	2863	2863	11	19	0	0	0	1	20
VGOV00000000	SAMN10966643	K_DeepCast_65m_m2_193								Actinobacteria			Bacteria	2	52.94	3.92	d__Bacteria;p__Chloroflexota;c__UBA2235;o__;f__;g__;s__	d__Bacteria;p__Chloroflexota;c__;o__;f__;g__;s__	Chloroflexota bacterium K_DeepCast_65m_m2_193 [Phylum]	81.16	2.09	33.33		0	756	3457	756	0.854	0.69	0	3102989	19921	19921	4104	4104	4996	4996	11	51	0	0	0	2	53
VGAA00000000	SAMN10966256	M_surface_7_m2_032								Actinobacteria acI-B1			Bacteria	18	74.51	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. M_surface_7_m2_032 [Genus]	50.83	0	0		0	32	713	32	0.957	0.41	0	681184	133561	133561	21287	21287	51990	51990	11	15	0	0	0	0	15
VGBG00000000	SAMN10966289	K_DeepCast_300m_m2_027	Bacteria(100)	Actinobacteria(100)	Acidimicrobiia(100)	Microtrichales(100)	acIV(100)	acIV-A(100)	Iluma-A1(100)	Actinobacteria Iluma-A1			Bacteria	24	98.04	5.88	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__;s__	d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__	Microtrichales bacterium K_DeepCast_300m_m2_027 [Order]	91.28	11.54	64.71	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;uncultured actinobacterium	0	278	2073	278	0.955	0.58	0	1867370	51656	51656	6717	6717	10213	10213	11	38	0	1	1	0	40
VGBN00000000	SAMN10966296	K_Offshore_40m_m2_034								Actinobacteria acI-B1			Bacteria	15	98.04	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Nanopelagicus;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__Nanopelagicus;s__	Nanopelagicus sp. K_Offshore_40m_m2_034 [Genus]	70.8	0.53	0		0	58	1072	58	0.956	0.43	0	1013695	70520	70520	17478	17478	37724	37724	11	24	0	0	0	1	25
VGCK00000000	SAMN10966319	K_DeepCast_0m_mx_190								Alphaproteobacteria LD12			Bacteria	19	88.24	13.73	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. K_DeepCast_0m_mx_190 [Genus]	80.23	35.25	34.78		0	617	2654	617	0.908	0.30	0	1959718	38014	38014	3176	3176	4685	4685	11	45	0	0	0	2	47
VGCM00000000	SAMN10966321	K_DeepCast_100m_mx_319								Alphaproteobacteria LD12			Bacteria	19	94.12	13.73	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. K_DeepCast_100m_mx_319 [Genus]	84.8	27.91	33.96		0	635	2590	635	0.917	0.30	0	1881686	25251	25251	2963	2963	3762	3762	11	38	0	0	0	1	39
VGCO00000000	SAMN10966323	K_DeepCast_1200m_m1_106								Alphaproteobacteria LD12			Bacteria	19	70.59	7.84	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. K_DeepCast_1200m_m1_106 [Genus]	63.26	11.45	9.09		0	422	1636	422	0.944	0.30	0	1177045	18932	18932	2789	2789	2878	2878	11	18	0	0	0	0	18
VGCR00000000	SAMN10966326	K_DeepCast_150m_m2_191								Alphaproteobacteria LD12			Bacteria	19	90.2	11.76	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. K_DeepCast_150m_m2_191 [Genus]	83.73	20.55	22.58		0	395	1822	395	0.951	0.29	0	1391968	20357	20357	3524	3524	3839	3839	11	35	0	0	0	0	35
VHBW00000000	SAMN10966983	M_surface_8_m1_222								Alphaproteobacteria LD12			Bacteria	19	84.31	9.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. M_surface_8_m1_222 [Genus]	78.92	19.82	14.81		0	407	2180	407	0.948	0.29	0	1640940	30520	30520	4032	4032	4940	4940	11	32	0	0	0	0	32
VHBX00000000	SAMN10966984	M_surface_9_m1_039								Alphaproteobacteria LD12			Bacteria	19	92.16	9.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. M_surface_9_m1_039 [Genus]	74.59	11.45	27.27		0	230	1258	230	0.958	0.29	0	1014956	23583	23583	4413	4413	6241	6241	11	29	0	0	0	0	29
VHBY00000000	SAMN10966985	M_DeepCast_100m_m1_059								Alphaproteobacteria LD12			Bacteria	19	94.12	11.76	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. M_DeepCast_100m_m1_059 [Genus]	81.33	21.03	35.29		0	413	2189	413	0.948	0.30	0	1697638	26853	26853	4111	4111	4952	4952	11	43	0	0	0	2	45
VHBZ00000000	SAMN10966986	M_DeepCast_10m_m1_219								Alphaproteobacteria LD12			Bacteria	19	80.39	11.76	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. M_DeepCast_10m_m1_219 [Genus]	73.82	15.99	44.44		0	420	2097	420	0.948	0.29	0	1556538	32769	32769	3706	3706	4348	4348	11	34	0	0	0	0	34
VHCB00000000	SAMN10966988	M_DeepCast_400m_m2_260								Alphaproteobacteria LD12			Bacteria	19	84.31	17.65	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. M_DeepCast_400m_m2_260 [Genus]	67.4	13.98	45.16		0	340	1269	340	0.956	0.29	0	920820	16903	16903	2708	2708	2610	2610	11	23	0	0	0	0	23
VGBW00000000	SAMN10966305	K_DeepCast_65m_m2_221	Bacteria(87)	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Actinobacteria acI-B1			Bacteria	14	98.04	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__;s__	d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__	Nanopelagicales bacterium K_DeepCast_65m_m2_221 [Order]	81.15	0	0		0	25	1328	25	0.948	0.47	0	1290778	256053	256053	51631	51631	120948	120948	11	44	0	0	0	0	44
VHCD00000000	SAMN10966990	M_DeepCast_50m_m1_052								Alphaproteobacteria LD12			Bacteria	19	92.16	9.8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__	Fonsibacter sp. M_DeepCast_50m_m1_052 [Genus]	78.86	12.12	7.14		0	415	1723	415	0.945	0.30	0	1248929	13368	13368	3009	3009	3208	3208	11	27	0	0	0	0	27
