NCBI Genome Submission ID,NCBI BioSample Submission ID,Genome (MAG Identifier),Genome completeness (CheckM),Genome contamination (CheckM),Manual Taxonomy,Taxonomy (GTDB-tk),Comparison of Manual Taxonomy (16RP) and GTDB-tk,Candidate phyla,DPANN,Domain,Number of MAG in cluster (dRep),Completeness (DasTool),Contamination (DasTool),TaxAss-kingdom,TaxAss-phylum,TaxAss-class,TaxAss-order,TaxAss-lineage,TaxAss-clade,TaxAss-tribe,Taxonomy (NCBI),Strain name,16S rRNA phylogeny (CheckM),Number of contigs,Number of  predicted genes,Number of scaffolds,Coding density,GC,Genome size (bp),Longest contig,Longest scaffold,Mean contig length,Mean scaffold length,N50 (contigs),N50 (scaffolds),Translation table,tRNAs decoding Standard 20 AA,Selenocysteine tRNAs,Possible suppressor tRNAs,tRNAs with undetermined/unknown isotypes,Predicted pseudogenes,Total tRNAs
VGAK00000000,SAMN10966267,M_surface_10_m2_188,85.47,1.28,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__;s__,Match,,,Bacteria,23,92.16,1.96,Bacteria(100),Actinobacteria(100),Acidimicrobiia(100),Microtrichales(100),Ilumatobacteraceae(100),CL500-29_marine_group(97),unclassified,d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Microtrichales bacterium M_surface_10_m2_188 [Order],Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;uncultured bacterium,44,1712,44,0.942,0.67,1742107,198606,198606,39593,39593,78972,78972,11,35,0,1,0,2,38
VGBZ00000000,SAMN10966308,K_Offshore_80m_m1_195,96.58,1.71,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__;s__,Match,,,Bacteria,18,100,2.63,Bacteria(100),Actinobacteria(100),Acidimicrobiia(100),Microtrichales(100),Microtrichaceae(100),IMCC26207(100),unclassified,d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Microtrichales bacterium K_Offshore_80m_m1_195 [Order],Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiales Incertae Sedis;Candidatus Microthrix;uncultured bacterium,137,3100,137,0.930,0.68,3197272,227718,227718,23338,23338,53694,53694,11,46,0,0,0,2,48
VFYV00000000,SAMN10966225,K_DeepCast_0m_m1_227,84.62,1.28,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Casp-actino8;s__,Match,,,Bacteria,24,90.2,0,Bacteria(100),Actinobacteria(100),Acidimicrobiia(100),Microtrichales(100),acIV(100),acIV-C(100),unclassified,d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Microtrichales bacterium K_DeepCast_0m_m1_227 [Order],Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;uncultured Acidimicrobidae bacterium,43,1924,43,0.946,0.64,1946970,254733,254733,45278,45278,87254,87254,11,32,0,0,0,0,32
VGBO00000000,SAMN10966297,K_Offshore_40m_m2_105,97.44,2.14,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Match,,,Bacteria,9,98.04,2.63,Bacteria(100),Actinobacteria(100),Acidimicrobiia(95),Microtrichales(89),unclassified,unclassified,unclassified,d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Microtrichales bacterium K_Offshore_40m_m2_105 [Order],Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured;uncultured bacterium,116,2567,116,0.952,0.71,2452062,112145,112145,21138,21138,36562,36562,11,45,0,1,0,1,47
VGCD00000000,SAMN10966312,K_Offshore_surface_m2_010,96.58,1.28,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__;s__,Match,,,Bacteria,12,92.16,3.92,Bacteria(100),Actinobacteria(89),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Microtrichales bacterium K_Offshore_surface_m2_010 [Order],Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;uncultured bacterium,55,2001,55,0.956,0.56,2007417,307177,307177,36498,36498,77989,77989,11,44,0,0,0,0,44
VGBQ00000000,SAMN10966299,K_Offshore_40m_m2_150,90.27,3.41,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__,Match,,,Bacteria,3,100,3.92,,,,,,,,d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__,Nanopelagicales bacterium K_Offshore_40m_m2_150 [Order],,346,2835,346,0.942,0.69,2637260,47701,47701,7622,7622,11088,11088,11,44,0,0,0,1,45
VGBL00000000,SAMN10966294,K_Offshore_40m_m1_268,94.14,0,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__,Match,,,Bacteria,20,100,0,Bacteria(100),Actinobacteria(99),Actinobacteria(99),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__,Nanopelagicales bacterium K_Offshore_40m_m1_268 [Order],Bacteria;Actinobacteria;Actinobacteria;PeM15;uncultured actinobacterium,61,2450,61,0.936,0.67,2416216,205478,205478,39610,39610,90338,90338,11,50,0,0,0,1,51
VGCC00000000,SAMN10966311,K_Offshore_80m_m2_226,92.22,0.54,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__;s__,Match,,,Bacteria,19,98.04,1.96,Bacteria(100),Actinobacteria(100),Actinobacteria(100),PeM15(100),unclassified,unclassified,unclassified,d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__,Nanopelagicales bacterium K_Offshore_80m_m2_226 [Order],Bacteria;Actinobacteria;Actinobacteria;PeM15;marine metagenome,87,2264,87,0.949,0.65,2129102,244086,244086,24472,24472,73855,73855,11,42,0,0,0,0,42
VGAH00000000,SAMN10966264,M_surface_9_m2_101,64.36,1.33,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__,Match,,,Bacteria,22,92.16,2.63,Bacteria(100),Actinobacteria(100),Actinobacteria(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__Actinobacteria;o__Nanopelagicales;f__;g__;s__,Nanopelagicales bacterium M_surface_9_m2_101 [Order],Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter sp. Root456,141,1145,141,0.957,0.54,1015661,47980,47980,7203,7203,10974,10974,11,27,0,0,0,1,28
VFZD00000000,SAMN10966233,M_DeepCast_50m_m2_117,89.74,1.71,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__;s__,Match,,,Bacteria,24,92.16,1.96,Bacteria(100),Actinobacteria(100),Acidimicrobiia(99),Microtrichales(99),Ilumatobacteraceae(99),CL500-29_marine_group(98),unclassified,d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Microtrichales bacterium M_DeepCast_50m_m2_117 [Order],Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;uncultured actinobacterium,101,1555,101,0.957,0.59,1524517,118790,118790,15094,15094,26812,26812,11,25,0,1,0,0,26
VGAB00000000,SAMN10966257,M_surface_7_m2_239,91.45,1.71,Actinobacteria,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__;s__,Match,,,Bacteria,24,98.04,1.96,Bacteria(100),Actinobacteria(100),Acidimicrobiia(100),Microtrichales(100),Ilumatobacteraceae(100),CL500-29_marine_group(100),unclassified,d__Bacteria;p__;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__,Microtrichales bacterium M_surface_7_m2_239 [Order],Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group;uncultured bacterium,150,1641,150,0.956,0.58,1582445,80228,80228,10550,10550,19710,19710,11,32,0,0,0,0,32
VHCA00000000,SAMN10966987,M_DeepCast_200m_m2_041,74.7,2.41,Alphaproteobacteria LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__,Match,,,Bacteria,24,92.16,0,,,,,,,,d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__,Pelagibacteraceae bacterium M_DeepCast_200m_m2_041 [Family],,98,926,98,0.963,0.30,787713,53202,53202,8038,8038,17263,17263,11,16,0,0,0,0,16
VHCC00000000,SAMN10966989,K_Offshore_40m_m1_069,77.71,3.34,Alphaproteobacteria LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__,Match,,,Bacteria,19,88.24,3.92,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),SAR11_clade(100),alfV(100),alfV-A(100),LD12(100),d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter;s__,Fonsibacter sp. K_Offshore_40m_m1_069 [Genus],Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;LD12 freshwater group;uncultured alpha proteobacterium,155,1121,155,0.960,0.30,920163,33164,33164,5937,5937,8838,8838,11,27,0,0,0,0,27
VGHE00000000,SAMN10966443,M_surface_10_m2_064,88.53,0.28,Alphaproteobacteria non LD12,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__;f__;g__;s__,Not a match,,,Bacteria,21,94.12,2.63,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_surface_10_m2_064 [Domain],,27,2762,27,0.936,0.52,3235968,554896,554896,119851,119851,271999,271999,11,43,0,0,0,0,43
VGCH00000000,SAMN10966316,M_surface_9_m2_109,95.98,1.03,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,20,100,1.96,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Reyranellales(100),Reyranellaceae(100),Reyranella(100),unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_surface_9_m2_109 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillales Incertae Sedis;Reyranella;uncultured soil bacterium,59,3550,59,0.934,0.68,3558980,383785,383785,60322,60322,129644,129644,11,41,0,1,0,0,42
VGCX00000000,SAMN10966332,K_DeepCast_35m_m1_027,93.55,3.23,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,7,98.04,0,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_35m_m1_027 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;LWSR-14;uncultured alpha proteobacterium,170,1550,170,0.902,0.41,1472916,58727,58727,8664,8664,11949,11949,11,40,0,0,0,0,40
VGCZ00000000,SAMN10966334,K_DeepCast_35m_m2_067,95.61,0.78,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,24,98.04,1.96,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Reyranellales(100),Reyranellaceae(100),unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_35m_m2_067 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;MNC12;uncultured bacterium,96,4748,96,0.917,0.68,4836834,185327,185327,50384,50384,98033,98033,11,43,0,1,0,3,47
VGDA00000000,SAMN10966335,K_DeepCast_35m_m2_271,96.09,4.8,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,19,98.04,15.69,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_35m_m2_271 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;I-10;uncultured bacterium,712,4451,712,0.939,0.72,4095852,44434,44434,5753,5753,7730,7730,11,37,0,0,0,0,37
VGDB00000000,SAMN10966336,K_DeepCast_35m_m2_327,61.67,0,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,1,80.39,3.92,Bacteria(100),Proteobacteria(94),Alphaproteobacteria(89),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_DeepCast_35m_m2_327 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;uncultured bacterium,296,1088,296,0.888,0.56,910812,10378,10378,3077,3077,3290,3290,11,24,0,0,0,0,24
VGDC00000000,SAMN10966337,M_DeepCast_400m_m1_040,86.06,0.18,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,1,94.12,3.92,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rickettsiales(95),SM2D12(94),unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_DeepCast_400m_m1_040 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;uncultured Phyllobacteriaceae bacterium,377,2262,377,0.931,0.58,2085338,31845,31845,5531,5531,6862,6862,11,36,0,0,0,0,36
VGDO00000000,SAMN10966349,M_DeepCast_50m_m2_111,96.59,0.87,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,7,100,0,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_DeepCast_50m_m2_111 [Domain],,354,5820,354,0.911,0.67,6015939,140864,140864,16994,16994,26329,26329,11,34,0,0,0,0,34
VGEE00000000,SAMN10966365,K_Offshore_80m_m1_220,69.82,5.16,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,1,86.27,19.61,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m1_220 [Domain],,730,2683,730,0.936,0.69,2172388,13155,13155,2976,2976,3136,3136,11,17,0,0,0,0,17
VGEF00000000,SAMN10966366,K_Offshore_80m_m2_048,60.53,0.94,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,2,64.71,13.73,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Rhizobiales_Incertae_Sedis(100),unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_048 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;MNG7;uncultured bacterium,1152,3708,1152,0.915,0.64,2997816,8500,8500,2602,2602,2664,2664,11,14,0,0,0,1,15
VGEG00000000,SAMN10966367,K_Offshore_80m_m2_049,65.93,5.76,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,1,62.75,5.88,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_049 [Domain],,964,3764,964,0.897,0.69,2968478,18237,18237,3079,3079,3282,3282,11,21,0,1,1,0,23
VGEH00000000,SAMN10966368,K_Offshore_80m_m2_051,93.45,1.74,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,4,60.78,1.96,Bacteria(96),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_051 [Domain],,278,4985,278,0.930,0.67,4976325,89755,89755,17900,17900,27571,27571,11,32,0,1,1,0,34
VGEI00000000,SAMN10966369,K_Offshore_80m_m2_053,92.9,1.59,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,5,98.04,7.89,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_053 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;I-10;uncultured bacterium,671,4509,671,0.918,0.66,4109251,50076,50076,6124,6124,8287,8287,11,30,0,0,0,1,31
VGEK00000000,SAMN10966371,K_Offshore_80m_m2_081,62.52,7.53,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,1,68.63,11.76,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_081 [Domain],,1691,5665,1691,0.929,0.69,4759417,11104,11104,2815,2815,2999,2999,11,21,0,0,1,1,23
VGEN00000000,SAMN10966374,K_Offshore_80m_m2_107,96.96,4.39,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,9,96.08,2.63,Bacteria(94),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_107 [Domain],,331,4988,331,0.924,0.66,4851654,87882,87882,14658,14658,22743,22743,11,42,0,1,2,0,45
VGEW00000000,SAMN10966383,K_Offshore_surface_m1_194,96.16,5.39,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__,Match,,,Bacteria,19,96.08,5.88,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_surface_m1_194 [Domain],,692,4396,692,0.938,0.72,4030933,34488,34488,5825,5825,8622,8622,11,38,0,0,0,0,38
VGDL00000000,SAMN10966346,K_Offshore_40m_mx_105,99,1,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__,Match,,,Bacteria,18,96.08,3.92,Bacteria(93),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__Acetobacteraceae;g__;s__,Acetobacteraceae bacterium K_Offshore_40m_mx_105 [Family],,131,3294,131,0.936,0.62,3253286,131761,131761,24834,24834,55653,55653,11,40,0,0,0,0,40
VGDM00000000,SAMN10966347,K_Offshore_40m_mx_120,99.97,7.96,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__,Match,,,Bacteria,18,100,7.84,Bacteria(93),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__Acetobacteraceae;g__;s__,Acetobacteraceae bacterium K_Offshore_40m_mx_120 [Family],,196,3865,196,0.920,0.61,3547803,300942,300942,18101,18101,88933,88933,11,45,0,0,0,0,45
VGEU00000000,SAMN10966381,K_Offshore_80m_m2_191,98.04,1.52,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__;s__,Match,,,Bacteria,3,100,0,Bacteria(100),Proteobacteria(98),Alphaproteobacteria(95),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_191 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;uncultured bacterium,247,4023,247,0.923,0.70,3927634,193297,193297,15901,15901,25692,25692,11,38,0,1,0,0,39
VGCF00000000,SAMN10966314,M_surface_7_m2_013,90.11,0.1,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__;g__;s__,Match,,,Bacteria,1,96.08,1.96,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_surface_7_m2_013 [Domain],,64,793,64,0.861,0.45,790526,79048,79048,12352,12352,17517,17517,11,41,0,0,0,0,41
VGCI00000000,SAMN10966317,M_surface_10_m2_100,83.02,1.09,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__;g__;s__,Match,,,Bacteria,9,98.04,0,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Paracaedibacterales(100),Paracaedibacteraceae(100),Candidatus_Paracaedibacter(100),unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium M_surface_10_m2_100 [Domain],Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiales Incertae Sedis;Candidatus Odyssella;uncultured bacterium,15,1628,15,0.887,0.40,1802957,333508,333508,120197,120197,163060,163060,11,42,0,0,2,1,45
VGEY00000000,SAMN10966385,K_Offshore_surface_mx_080,64.1,1.3,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Paracaedibacterales;f__;g__;s__,Match,,,Bacteria,7,86.27,1.96,Bacteria(92),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_surface_mx_080 [Domain],,35,1418,35,0.891,0.40,1546259,303495,303495,44179,44179,77770,77770,11,32,0,0,1,1,34
VGCG00000000,SAMN10966315,M_surface_8_m2_185,81.43,0.63,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,Match,,,Bacteria,24,96.08,0,,,,,,,,d__Bacteria;p__;c__;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__,Pelagibacter sp. M_surface_8_m2_185 [Genus],,81,1081,81,0.954,0.29,960826,96429,96429,11862,11862,27184,27184,11,24,0,0,0,1,25
VGCQ00000000,SAMN10966325,K_Offshore_120m_m2_043,92.03,2.37,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,Match,,,Bacteria,4,94.12,7.84,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__Reyranella;s__,Reyranella sp. K_Offshore_120m_m2_043 [Genus],,648,5393,648,0.926,0.67,5014335,74845,74845,7738,7738,10823,10823,11,34,0,1,0,0,35
VGEQ00000000,SAMN10966377,K_Offshore_80m_m2_146,70.05,0.74,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__,Match,,,Bacteria,2,54.9,1.96,,,,,,,,d__Bacteria;p__;c__;o__;f__;g__;s__,Bacteria bacterium K_Offshore_80m_m2_146 [Domain],,605,2405,605,0.931,0.65,1947366,15649,15649,3219,3219,3554,3554,11,23,0,0,0,0,23
VGCJ00000000,SAMN10966318,M_surface_10_m2_180,93.17,1.12,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__,Match,,,Bacteria,20,98.04,3.92,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Beijerinckiaceae(100),FukuN57(100),unclassified,d__Bacteria;p__;c__;o__;f__Beijerinckiaceae;g__;s__,Beijerinckiaceae bacterium M_surface_10_m2_180 [Family],Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;FukuN57;uncultured bacterium,177,2520,177,0.899,0.52,2383215,105147,105147,13464,13464,22077,22077,11,43,0,0,0,0,43
VGDI00000000,SAMN10966343,K_Offshore_40m_m1_243,77.47,1.1,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__,Match,,,Bacteria,3,76.47,2.63,,,,,,,,d__Bacteria;p__;c__;o__;f__Beijerinckiaceae;g__;s__,Beijerinckiaceae bacterium K_Offshore_40m_m1_243 [Family],,848,3442,848,0.903,0.59,2894369,19074,19074,3413,3413,3716,3716,11,27,0,0,0,1,28
VGCL00000000,SAMN10966320,K_DeepCast_100m_mx_141,94.86,7.9,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__,Match,,,Bacteria,5,100,3.92,,,,,,,,d__Bacteria;p__;c__;o__;f__Beijerinckiaceae;g__Methylocystis;s__,Methylocystis sp. K_DeepCast_100m_mx_141 [Genus],,846,4503,846,0.877,0.63,3972400,29333,29333,4696,4696,6970,6970,11,42,0,0,1,3,46
VGCU00000000,SAMN10966329,M_DeepCast_200m_mx_060,76.69,6.18,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__,Match,,,Bacteria,12,80.39,2.63,,,,,,,,d__Bacteria;p__;c__;o__;f__Beijerinckiaceae;g__Methylocystis;s__,Methylocystis sp. M_DeepCast_200m_mx_060 [Genus],,525,3246,525,0.871,0.61,2964023,36361,36361,5646,5646,8970,8970,11,45,0,0,0,1,46
VGCV00000000,SAMN10966330,K_DeepCast_250m_m2_101,57.45,8.99,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__,Match,,,Bacteria,12,80.39,25.49,,,,,,,,d__Bacteria;p__;c__;o__;f__Beijerinckiaceae;g__Methylocystis;s__,Methylocystis sp. K_DeepCast_250m_m2_101 [Genus],,905,2691,905,0.884,0.63,2100593,14068,14068,2321,2321,2303,2303,11,22,0,0,0,1,23
VGDS00000000,SAMN10966353,M_DeepCast_65m_m1_019,89.77,1.11,Alphaproteobacteria non LD12,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__,Match,,,Bacteria,2,100,0,,,,,,,,d__Bacteria;p__;c__;o__;f__Beijerinckiaceae;g__Methylocystis;s__,Methylocystis sp. M_DeepCast_65m_m1_019 [Genus],,183,2079,183,0.875,0.49,2077959,65528,65528,11355,11355,18586,18586,11,30,0,0,0,2,32
