Genome	Genome_completeness	Genome_contamination	Manual_Taxonomy	Taxonomy_GTDB-tk	TaxAss_combined	Match
K_Offshore_80m_m1_186	97.73	1.7	Planctomycetes	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__		
K_Offshore_surface_m1_204	74.47	2.15	Planctomycetes	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__		
M_DeepCast_400m_m2_341	92.05	6.4	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__	Bacteria(100); Planctomycetes(100); unclassified; unclassified; unclassified; unclassified; unclassified	Yes
K_DeepCast_150m_m2_127	66.29	3	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__	Bacteria(100); Planctomycetes(88); unclassified; unclassified; unclassified; unclassified; unclassified	Yes
K_DeepCast_250m_m1_330	83.52	7.73	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__	Bacteria(100); Planctomycetes(92); unclassified; unclassified; unclassified; unclassified; unclassified	Yes
M_DeepCast_100m_m2_243	98.9	2.85	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__;s__	Bacteria(100); Planctomycetes(100); Brocadiae(100); Brocadiales(100); Brocadiaceae(100); Candidatus_Brocadia(100); unclassified	Yes
K_DeepCast_100m_m2_328	97.8	1.65	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__;s__	Bacteria(100); Planctomycetes(100); Brocadiae(100); Brocadiales(100); Brocadiaceae(100); Candidatus_Kuenenia(91); unclassified	Yes
K_DeepCast_100m_m1_307	96.59	3.41	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); MSBL9(100); KCLunmb-38-53(100); unclassified; unclassified	Yes
K_DeepCast_250m_m1_352	90.91	2.94	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__PLanc-01;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); MSBL9(100); SG8-4(100); unclassified; unclassified	Yes
K_Offshore_80m_m2_185	92.95	3.41	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Gemmatales(100); Gemmataceae(100); Gemmata(100); unclassified	Yes
K_Offshore_120m_mx_222	94.32	3.41	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Gemmatales(100); Gemmataceae(100); unclassified; unclassified	Yes
K_Offshore_80m_m2_128	95.45	3.41	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Gemmatales(100); Gemmataceae(100); unclassified; unclassified	Yes
K_Offshore_surface_mx_130	92.87	3.38	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Pirellulales(100); Pirellulaceae(100); Pirellula(100); unclassified	Yes
K_DeepCast_65m_m1_055	96.48	0	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Pirellulales(100); Pirellulaceae(100); unclassified; unclassified	Yes
M_DeepCast_65m_m2_011	98.78	0	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Pirellulales(100); Pirellulaceae(100); unclassified; unclassified	Yes
M_DeepCast_200m_m2_025	87.17	6.43	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__	Bacteria(87); Planctomycetes(83); Planctomycetacia(80); unclassified; unclassified; unclassified; unclassified	Yes
K_DeepCast_35m_m2_150	97.7	2.3	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Pirellulales(100); Pirellulaceae(100); unclassified; unclassified	Yes
K_Offshore_surface_mx_256	95.4	2.3	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Pirellulales(100); Pirellulaceae(100); unclassified; unclassified	Yes
M_DeepCast_200m_m1_344	54.73	8.8	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Bacteria(80); unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but unclassified by TaxAss
K_DeepCast_35m_m1_264	91.85	2.87	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__	Bacteria(90); Planctomycetes(85); Planctomycetacia(84); unclassified; unclassified; unclassified; unclassified	Yes
M_DeepCast_100m_mx_241	52.31	3.78	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Planctomycetales(100); Schlesneriaceae(100); Schlesneria(100); unclassified	Yes
K_Offshore_80m_m2_029	99.87	2.25	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__	Bacteria(100); Planctomycetes(100); Planctomycetacia(100); Planctomycetales(100); unclassified; unclassified; unclassified	Yes
M_DeepCast_50m_m2_137	94.09	5.38	Planctomycetes	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__;g__;s__	Bacteria(100); Planctomycetes(100); OM190(100); unclassified; unclassified; unclassified; unclassified	Yes
M_DeepCast_65m_m2_181	90.32	8.06	Planctomycetes	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__;g__;s__	Bacteria(100); Planctomycetes(100); OM190(100); unclassified; unclassified; unclassified; unclassified	Yes
M_DeepCast_65m_mx_236	92.8	2.27	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__		
K_Offshore_120m_m2_041	88.12	4.65	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); CL500-3(100); unclassified	Yes
K_Offshore_80m_m2_006	98.86	2.94	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); CL500-3(100); unclassified	Yes
M_surface_10_m2_213	97.73	1.14	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); CL500-3(100); unclassified	Yes
K_DeepCast_35m_m2_037	90.53	0	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); CL500-3(100); unclassified	Yes
M_surface_10_m1_294	85.8	4.72	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); CL500-3(87); unclassified	Yes
K_Offshore_120m_m2_148	96.21	0	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); CL500-3(90); unclassified	Yes
M_DeepCast_65m_m2_009	96.32	1.14	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); CL500-3(92); unclassified	Yes
K_Offshore_40m_m2_104	96.59	0	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); CL500-3(94); unclassified	Yes
M_DeepCast_65m_mx_077	97.73	0	Planctomycetes (Phycisphaerae)	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	Bacteria(100); Planctomycetes(100); Phycisphaerae(100); Phycisphaerales(100); Phycisphaeraceae(100); SM1A02(100); unclassified	Yes
K_DeepCast_65m_m2_236	56.81	7.58	Sericytochromatia, Tanganyikabacteria	d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__;f__;g__;s__		
K_Offshore_40m_m2_103	91.45	0.85	Sericytochromatia, Tanganyikabacteria	d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__;f__;g__;s__	Bacteria(100); Cyanobacteria(87); unclassified; unclassified; unclassified; unclassified; unclassified	Yes
M_DeepCast_65m_m2_071	96.58	4.27	Sericytochromatia, Tanganyikabacteria	d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__S15B-MN24;f__;g__;s__	Bacteria(100); Planctomycetes(100); OM190(100); unclassified; unclassified; unclassified; unclassified	Yes
M_DeepCast_50m_m1_060	55.83	2.59	Thaumarchaeota	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__		
M_DeepCast_65m_m1_070	94.01	1.94	Thaumarchaeota	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__		
K_Offshore_80m_m1_039	90.13	1.94	Thaumarchaeota	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__		
K_DeepCast_65m_m2_187	98.06	1.94	Thaumarchaeota	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Archaea(100); Thaumarchaeota(100); unclassified; unclassified; unclassified; unclassified; unclassified	Yes
K_Offshore_80m_m2_203	50.19	1.94	Thaumarchaeota	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__;s__	Archaea(98); Thaumarchaeota(97); Nitrososphaeria(97); Nitrosopumilales(91); Nitrosopumilaceae(91); unclassified; unclassified	Yes
K_DeepCast_100m_mx_034	98.71	1.94	Thaumarchaeota	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotenuis;s__	Archaea(100); Thaumarchaeota(100); Nitrososphaeria(100); Nitrosopumilales(100); Nitrosopumilaceae(100); Candidatus_Nitrosotenuis(100); unclassified	Yes
M_surface_10_m2_023	93.27	0.68	Verrucomicrobia V1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Verrucomicrobiales(100); Rubritaleaceae(100); Luteolibacter(100); unclassified	Yes
K_DeepCast_35m_m1_007	85.36	1.01	Verrucomicrobia V2	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Chthoniobacterales(100); Terrimicrobiaceae(100); FukuN18_freshwater_group(100); unclassified	Yes
M_DeepCast_200m_mx_295	74.73	9.72	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__;f__;g__;s__		
M_DeepCast_65m_m2_010	63.9	5.2	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__		
M_DeepCast_65m_m2_001	98.99	4.73	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(100); Pedosphaeraceae(100); unclassified; unclassified	Yes
K_Offshore_80m_m1_157	90.2	2.03	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(100); Pedosphaeraceae(100); unclassified; unclassified	Yes
K_Offshore_80m_m2_019	85.89	2.7	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(100); Pedosphaeraceae(100); unclassified; unclassified	Yes
K_DeepCast_150m_m2_164	97.06	5.54	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(99); Pedosphaeraceae(99); unclassified; unclassified	Yes
K_DeepCast_0m_m1_144	97.32	0.71	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(100); Pedosphaeraceae(100); unclassified; unclassified	Yes
K_DeepCast_35m_m2_191	96.6	2.87	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(100); Pedosphaeraceae(100); unclassified; unclassified	Yes
K_Offshore_40m_m1_220	98.65	2.7	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(100); Pedosphaeraceae(100); unclassified; unclassified	Yes
K_Offshore_80m_m1_165	98.65	1.35	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(100); Pedosphaeraceae(100); unclassified; unclassified	Yes
K_Offshore_80m_m2_222	93.24	1.73	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(100); Pedosphaeraceae(100); unclassified; unclassified	Yes
K_Offshore_120m_m2_058	94.59	2.03	Verrucomicrobia V3	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Pedosphaerales(85); Pedosphaeraceae(85); unclassified; unclassified	Yes
M_DeepCast_400m_m2_235	96.62	2.39	Verrucomicrobia V4	d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); S-BQ2-57_soil_group(100); unclassified; unclassified; unclassified	Yes
M_DeepCast_100m_m1_323	98.63	2.05	Verrucomicrobia V4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Opitutales(100); Opitutaceae(100); unclassified; unclassified	Yes
M_DeepCast_100m_m1_317	97.95	3.08	Verrucomicrobia V4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); Opitutales(100); Opitutaceae(100); Opitutus(97); unclassified	Yes
K_Offshore_40m_m2_239	92.28	0.68	Verrucomicrobia V4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__	Bacteria(83); unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes
M_surface_9_m2_112	97.97	2.36	Verrucomicrobia V4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); unclassified; unclassified; unclassified; unclassified	Yes
M_surface_10_m1_278	97.3	1.52	Verrucomicrobia V4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__UBA953;s__	Bacteria(100); Verrucomicrobia(100); Verrucomicrobiae(100); unclassified; unclassified; unclassified; unclassified	Yes
K_Offshore_surface_mx_210	82.09	1.69	Verrucomicrobia V6	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA3015;g__UBA3015;s__		
M_DeepCast_400m_m2_277	63.01	1.87	Woesearchaeota	d__Archaea;p__Nanoarchaeota;c__Woesearchaeia;o__SCGC-AAA011-G17;f__;g__;s__		
M_DeepCast_65m_m2_091	62.66	3.26	Woesearchaeota	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__;s__	Bacteria(100); Proteobacteria(100); Gammaproteobacteria(100); unclassified; unclassified; unclassified; unclassified	No
