"Genome1"	"Genome2"	"ANI"	"self"	"group"	"group2"	"versus"	"Manual.Taxonomy"	"Taxonomy..GTDB.tk."
"M_DeepCast_50m_m1_244"	"GCA_009691195.1_ASM969119v1_genomic.fna"	74.979446	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009691195.1_ASM969119v1_genomic.fna"	75.021622	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m2_221"	"GCA_009691195.1_ASM969119v1_genomic.fna"	75.219711	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"K_DeepCast_65m_m1_223"	"GCA_009691225.1_ASM969122v1_genomic.fna"	76.563217	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__;g__;s__"
"M_DeepCast_65m_m2_224"	"GCA_009691225.1_ASM969122v1_genomic.fna"	79.245331	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_10_m1_251"	"GCA_009691225.1_ASM969122v1_genomic.fna"	77.171341	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__"
"K_DeepCast_250m_m1_110"	"GCA_009691245.1_ASM969124v1_genomic.fna"	74.958694	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Fibrobacteres acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009691245.1_ASM969124v1_genomic.fna"	75.238976	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009691265.1_ASM969126v1_genomic.fna"	75.208145	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m1_223"	"GCA_009691265.1_ASM969126v1_genomic.fna"	76.466812	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__;g__;s__"
"M_DeepCast_50m_m1_133"	"GCA_009691265.1_ASM969126v1_genomic.fna"	75.434326	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009691265.1_ASM969126v1_genomic.fna"	75.520218	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_65m_m2_224"	"GCA_009691265.1_ASM969126v1_genomic.fna"	77.107056	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_10_m1_251"	"GCA_009691265.1_ASM969126v1_genomic.fna"	76.289536	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__"
"K_Offshore_120m_m2_058"	"GCA_009691625.1_ASM969162v1_genomic.fna"	76.378265	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_DeepCast_35m_m2_191"	"GCA_009691645.1_ASM969164v1_genomic.fna"	76.538429	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_120m_m2_058"	"GCA_009691645.1_ASM969164v1_genomic.fna"	77.437614	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_40m_m1_220"	"GCA_009691645.1_ASM969164v1_genomic.fna"	76.213081	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_80m_m2_222"	"GCA_009691645.1_ASM969164v1_genomic.fna"	76.594826	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"M_DeepCast_65m_m2_001"	"GCA_009691645.1_ASM969164v1_genomic.fna"	75.756813	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__"
"K_DeepCast_35m_m2_037"	"GCA_009691705.1_ASM969170v1_genomic.fna"	76.540375	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"M_DeepCast_65m_mx_236"	"GCA_009691705.1_ASM969170v1_genomic.fna"	76.568466	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.95639	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_1200m_m2_272"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.799255	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__"
"K_DeepCast_150m_m1_344"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.038872	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__"
"K_DeepCast_150m_m2_164"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.708748	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__"
"K_DeepCast_250m_m2_061"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.025772	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__"
"K_DeepCast_250m_m2_231"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.709137	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Armatimonadetes"	"d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__"
"K_DeepCast_35m_m1_177"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.886765	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__"
"K_DeepCast_35m_m2_009"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.79982	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.930763	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_150"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.204834	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.827499	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m1_022"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.217697	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.968742	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
"K_Offshore_120m_m2_037"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.75061	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__;s__"
"K_Offshore_120m_m2_058"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.819183	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.902267	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_120m_mx_222"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.133125	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__"
"K_Offshore_40m_m1_220"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.02166	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_40m_m2_012"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.967087	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__"
"K_Offshore_80m_m1_178"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.891777	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-41;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.500107	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_006"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.333488	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"K_Offshore_80m_m2_053"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.739799	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.797386	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_115"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.718964	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.82605	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_80m_m2_187"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.809296	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"K_Offshore_80m_m2_228"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.720673	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_surface_mx_256"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.044846	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"M_DeepCast_100m_m1_014"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.053864	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Gammaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__"
"M_DeepCast_100m_m1_323"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.349213	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__"
"M_DeepCast_100m_m1_373"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.781837	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__"
"M_DeepCast_200m_m2_025"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.774559	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__"
"M_DeepCast_400m_m1_028"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.087364	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;;c__;o__;f__;g__;s__"
"M_DeepCast_400m_m2_048"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.677139	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__"
"M_DeepCast_400m_m2_100"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.756653	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;;c__;o__;f__;g__;s__"
"M_DeepCast_400m_m2_230"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.103638	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__"
"M_DeepCast_50m_m1_133"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.966454	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.912628	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.778229	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m2_189"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.797058	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__;f__;g__;s__"
"M_DeepCast_50m_m2_218"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.966461	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Gemmatimonadetes"	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__"
"M_DeepCast_50m_m2_221"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.99025	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"M_DeepCast_65m_m2_224"	"GCA_009691715.1_ASM969171v1_genomic.fna"	75.027214	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_9_m2_109"	"GCA_009691715.1_ASM969171v1_genomic.fna"	74.842896	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_037"	"GCA_009691725.1_ASM969172v1_genomic.fna"	76.416504	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"M_DeepCast_65m_mx_236"	"GCA_009691725.1_ASM969172v1_genomic.fna"	76.431168	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"K_Offshore_120m_mx_222"	"GCA_009691845.1_ASM969184v1_genomic.fna"	75.506805	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__"
"K_Offshore_80m_m2_029"	"GCA_009691845.1_ASM969184v1_genomic.fna"	76.24057	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.859741	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_1200m_m2_272"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.729889	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Actinobacteria"	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__"
"K_DeepCast_150m_m1_344"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.777878	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Eisenbacteria"	"d__Bacteria;p__Gemmatimonadota;c__;o__;f__;g__;s__"
"K_DeepCast_150m_m1_387"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.913254	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Hydrogenophilaceae;g__UBA3361;s__"
"K_DeepCast_150m_m2_164"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.72345	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__"
"K_DeepCast_250m_m1_110"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.64859	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Fibrobacteres acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__"
"K_DeepCast_250m_m1_199"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.723755	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__"
"K_DeepCast_250m_m1_330"	"GCA_009691855.1_ASM969185v1_genomic.fna"	75.240265	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__"
"K_DeepCast_250m_m1_352"	"GCA_009691855.1_ASM969185v1_genomic.fna"	75.002922	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__PLanc-01;s__"
"K_DeepCast_250m_m2_061"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.844406	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Chloroflexi"	"d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__"
"K_DeepCast_250m_m2_231"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.725784	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Armatimonadetes"	"d__Bacteria;p__Armatimonadota;c__UBA5377;o__;f__;g__;s__"
"K_DeepCast_35m_m1_177"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.874359	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__"
"K_DeepCast_35m_m2_009"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.741806	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.889748	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_150"	"GCA_009691855.1_ASM969185v1_genomic.fna"	75.161438	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.902054	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m1_022"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.818901	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__;s__"
"K_DeepCast_65m_m1_223"	"GCA_009691855.1_ASM969185v1_genomic.fna"	74.834137	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__;g__;s__"
"K_DeepCast_65m_m2_129"	"GCA_009691855.1_ASM969185v1_genomic.fna"	75.321732	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__SG8-39;g__;s__"
